geo	series	samn	donor_id	has_samn	has_donor	samn_is_cross	title	characteristics	molecule	instrument	data_processing	library_source	extract_protocol	scprob	lib_size_a3
GSM5378771	GSE177722	SAMN19596507	encdo000aac	TRUE	TRUE	TRUE	CRISPR RNA-seq from HepG2 (ENCLB710LCN)	antibody: AGGF1,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with a CRISPR gRNA against AGGF1. (AGGF1-BGHcLV05-5B),biosample encode accession: ENCBS048KGW (SAMN19596507),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS048KGW at ENCODE; https://www.encodeproject.org/ENCBS048KGW/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/43f5e77d-41b9-4fb9-8f38-2af37bb1133d/@@download/attachment/L-AGGF1-BGHcLV05-5D.pdf	0.007568661337455775	63356062
GSM2343447	GSE88121	SAMN05897547	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from right lobe of liver (ENCLB139JXN)	tissue_type: right lobe of liver,biomaterial_type: tissue,description: Liver tissue from a 53 year old female received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS773RMK (SAMN05897547),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS773RMK at ENCODE; https://www.encodeproject.org/ENCBS773RMK/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/f9078786-5d2b-4cec-ab1a-bc82768aacf5/@@download/attachment/296324.pdf	0.0020289720505833183	32629272
GSM2344231	GSE88583	SAMN05896965	NA	TRUE	FALSE	TRUE	total RNA-seq from GM12878 (ENCLB919DEB)	line: GM12878,biomaterial_type: immortalized cell line,description: GM12878 growth,biosample encode accession: ENCBS195IGI (SAMN05896965),age: unknown,dev stage: adult,Sex: female,health state: unknown,lab: Barbara Wold, Caltech,link: ENCBS195IGI at ENCODE; https://www.encodeproject.org/ENCBS195IGI/,link: Derived from ENCODE donor ENCDO000AAK; https://www.encodeproject.org/ENCDO000AAK/,link: growth protocol; https://www.encodeproject.org/documents/1bb75b62-ac29-4368-9855-68d410e1963a/@@download/attachment/GM12878_protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_7526; http://web.expasy.org/cellosaurus/CVCL_7526,link: Coriell sample source; http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM12878&PgId=166	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/49fd5b3b-9878-4ec8-92bf-ef6dce9116e3/@@download/attachment/SMARTer%20Ultra%20Low%20RNA%20Kit%20for%20Illumina%20Sequencing%20User%20Manual%20%28PT5163-1%29_120213.pdf	0.0738966353069743	70828492
GSM5379520	GSE178041	SAMN05896890	encdo000aad	TRUE	TRUE	TRUE	shRNA RNA-seq from K562 (ENCLB298XGW)	line: K562,biomaterial_type: cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against non-target. (NT_BGKLV36-2),biosample encode accession: ENCBS131LFM (SAMN05896890),age: 53 year,dev stage: adult,donor_id: ENCDO000AAD,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS131LFM at ENCODE; https://www.encodeproject.org/ENCBS131LFM/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/0269b0cf-d861-4315-bd21-a56dd7fc3d5c/@@download/attachment/L-NT-BGKLV36-2D.pdf	0.004891526765768408	16218564
GSM2343324	GSE88083	SAMN05897404	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB112III)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against non-target. (NT_BGKLV34-2),biosample encode accession: ENCBS645VVV (SAMN05897404),age: 53 year,dev stage: adult,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS645VVV at ENCODE; https://www.encodeproject.org/ENCBS645VVV/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/14c6c5dc-4fbd-4679-81a7-1d26a9bc5e41/@@download/attachment/L-NT_BGKLV34-2.pdf	0.006751982229536051	33031402
GSM5374442	GSE177287	SAMN19193484	encdo882uji	TRUE	TRUE	TRUE	total RNA-seq from WTC11 (ENCLB045XLK)	line: WTC11,biomaterial_type: cell line,description: Induced pluripotent stem cell line derived from adult skin (leg) fibroblasts; subject clinically normal,biosample encode accession: ENCBS944CBA (SAMN19193484),Sex: male,dev stage: adult,age: 30 year,donor_id: ENCDO882UJI,lab: Barbara Wold, Caltech,source: Yiing Lin, MD, PhD,passage number: 37,link: ENCBS944CBA at ENCODE; https://www.encodeproject.org/ENCBS944CBA/,link: Derived from ENCODE donor ENCDO882UJI; https://www.encodeproject.org/ENCDO882UJI/	total RNA	Illumina NovaSeq 6000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.009674069145948988	38993496
GSM2343868	GSE88369	SAMN05896801	encdo271ouw	TRUE	TRUE	TRUE	small RNA-seq from stomach (ENCLB598NTG)	tissue_type: stomach,biomaterial_type: tissue,description: Stomach aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS038PAI (SAMN05896801),age: 51 year,dev stage: adult,donor_id: ENCDO271OUW,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS038PAI at ENCODE; https://www.encodeproject.org/ENCBS038PAI/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/f8ccc0b1-52d8-413d-891c-f0bc7e2d2cb5/@@download/attachment/LID296627.pdf	0.14391883438623063	15612181
GSM2343350	GSE88090	SAMN05896911	encdo845wkr	TRUE	TRUE	TRUE	total RNA-seq from esophagus muscularis mucosa (ENCLB275IVH)	tissue_type: esophagus muscularis mucosa,biomaterial_type: tissue,description: Esophagus muscle layer tissue sent from GTEx to the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS146EHL (SAMN05896911),age: 37 year,dev stage: adult,donor_id: ENCDO845WKR,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS146EHL at ENCODE; https://www.encodeproject.org/ENCBS146EHL/,link: Derived from ENCODE donor ENCDO845WKR; https://www.encodeproject.org/ENCDO845WKR/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/90f355e5-afdd-477c-9f94-73511d9c35f3/@@download/attachment/296290.pdf	0.0047399695535876845	35195720
GSM2072411	GSE78581	SAMN04284320	encdo067aaa	TRUE	TRUE	TRUE	total RNA-seq from uterus (ENCLB211ZZZ)	tissue_type: uterus,biomaterial_type: tissue,description: Human fetal uterus,biosample encode accession: ENCBS083RNA (SAMN04284320),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS083RNA at ENCODE; https://www.encodeproject.org/ENCBS083RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/09495569-67d9-4d46-8ef4-ec1a58468755/@@download/attachment/B608425.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244274-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/460f80da-2e9f-4275-b592-69a36dc8f0f3/@@download/attachment/SID38170.pdf	0.048147535373644176	32089681
GSM2071296	GSE78306	SAMN04284321	encdo062aaa	TRUE	TRUE	TRUE	small RNA-seq from uterus (ENCLB252ZZZ)	tissue_type: uterus,biomaterial_type: tissue,description: Human fetal uterus,biosample encode accession: ENCBS084RNA (SAMN04284321),age: 28 week,donor_id: ENCDO062AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS084RNA at ENCODE; https://www.encodeproject.org/ENCBS084RNA/,link: Derived from ENCODE donor ENCDO062AAA; https://www.encodeproject.org/ENCDO062AAA/,link: data sheet; https://www.encodeproject.org/documents/5ade93c2-573e-4140-82d1-2d058cd4bb40/@@download/attachment/B407062.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244274-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/ec6895f5-20da-45d1-8909-9af7cfa4e915/@@download/attachment/SID38497.pdf	0.10012908266488615	27438221
GSM2071465	GSE78416	SAMN04284360	encdo336aaa	TRUE	TRUE	TRUE	small RNA-seq from bipolar spindle neuron (ENCLB395ZGN)	cell_type: bipolar spindle neuron,biomaterial_type: in vitro differentiated cells,description: These are bipolar neurons created from iPSC from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS374AAA (SAMN04284360),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS374AAA at ENCODE; https://www.encodeproject.org/ENCBS374AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/1063f650-718e-43f6-8019-f77a70cd339d/@@download/attachment/LID291737.pdf	0.1635238064329311	17600860
GSM2072366	GSE78559	SAMN04284324	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from K562 (ENCLB059ZZZ)	line: K562,biomaterial_type: immortalized cell line,description: The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises. ENCODE3 RNA-seq evaluation replicate 1.,biosample encode accession: ENCBS087RNA (SAMN04284324),age: 53 year,dev stage: adult,passage number: 5,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS087RNA at ENCODE; https://www.encodeproject.org/ENCBS087RNA/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004,link: ATCC sample source; http://www.atcc.org/Products/All/CCL-243.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Trizol (LifeTech cat#: 15596-018),data sheet: https://www.encodeproject.org/documents/75771109-b79e-43d5-9cc0-2dbf708a71f1/@@download/attachment/NIST-ERCC-Spikes.pdf, spike-in concentrations: https://www.encodeproject.org/documents/122fc48c-aec6-4113-9821-178a435a8646/@@download/attachment/NIST-ERCC-Pool15.tsv	0.006553432335978638	49406348
GSM2072619	GSE78687	SAMN04284410	encdo000aaw	TRUE	TRUE	TRUE	polyA depleted RNA-seq from neural cell (ENCLB196RDD)	cell_type: neural cell,biomaterial_type: in vitro differentiated cells,description: neurons derived from H1 embryonic stem cells,biosample encode accession: ENCBS512ENC (SAMN04284410),age: unknown,donor_id: ENCDO000AAW,dev stage: embryonic,Sex: male,health state: healthy,lab: Thomas Gingeras, CSHL,link: ENCBS512ENC at ENCODE; https://www.encodeproject.org/ENCBS512ENC/,link: Derived from ENCODE donor ENCDO000AAW; https://www.encodeproject.org/ENCDO000AAW/,link: data sheet; https://www.encodeproject.org/documents/7c572d68-3074-41a4-9bf4-cc367c2c69d9/@@download/attachment/H1_Neurons_Round2.pdf,link: data sheet; https://www.encodeproject.org/documents/d8e38380-23ff-4aa5-a3e5-e3d5434d4d91/@@download/attachment/H1_Neurons_Round1.pdf,link: ENCODE dbxrefs H1-neurons; http://genome.cse.ucsc.edu/cgi-bin/hgEncodeVocab?ra=encode/cv.ra&term=H1-neurons,link: Cellular Dynamics sample source; http://www.cellulardynamics.com/index.html	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/25073202-c125-44ad-8c91-6026f1f644aa/@@download/attachment/SID29904.pdf	0.008028183937156035	23265818
GSM2344426	GSE88694	SAMN05897040	encdo451rua	TRUE	TRUE	TRUE	small RNA-seq from upper lobe of left lung (ENCLB365RNP)	tissue_type: upper lobe of left lung,biomaterial_type: tissue,description: Lung tissue obtained from GTEx for the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS271JIM (SAMN05897040),age: 54 year,dev stage: adult,donor_id: ENCDO451RUA,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS271JIM at ENCODE; https://www.encodeproject.org/ENCBS271JIM/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/0d91a57f-9a65-4237-8c66-4429f6917660/@@download/attachment/LID296637.pdf	0.38385775623457313	9846276
GSM2072364	GSE78558	SAMN04284325	NA	TRUE	FALSE	TRUE	total RNA-seq from K562 (ENCLB058ZZZ)	line: K562,biomaterial_type: immortalized cell line,description: The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises. ENCODE3 RNA-seq evaluation replicate 2.,biosample encode accession: ENCBS088RNA (SAMN04284325),age: 53 year,dev stage: adult,passage number: 5,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS088RNA at ENCODE; https://www.encodeproject.org/ENCBS088RNA/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004,link: ATCC sample source; http://www.atcc.org/Products/All/CCL-243.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Trizol (LifeTech cat#: 15596-018),data sheet: https://www.encodeproject.org/documents/75771109-b79e-43d5-9cc0-2dbf708a71f1/@@download/attachment/NIST-ERCC-Spikes.pdf, spike-in concentrations: https://www.encodeproject.org/documents/122fc48c-aec6-4113-9821-178a435a8646/@@download/attachment/NIST-ERCC-Pool15.tsv	0	50180472
GSM2072515	GSE78635	SAMN04284273	encdo222aaa	TRUE	TRUE	TRUE	total RNA-seq from neural progenitor cell (ENCLB278PIS)	cell_type: neural progenitor cell,biomaterial_type: in vitro differentiated cells,description: Frozen or fixed, in vitro differentiated neural progenitor cells from ES WA09 (H9) by the SESCC for use by the ENCODE consortia,biosample encode accession: ENCBS044KWE (SAMN04284273),age: 5 day,donor_id: ENCDO222AAA,dev stage: embryonic,Sex: female,health state: healthy,lab: Richard Myers, HAIB,link: ENCBS044KWE at ENCODE; https://www.encodeproject.org/ENCBS044KWE/,link: Derived from ENCODE donor ENCDO222AAA; https://www.encodeproject.org/ENCDO222AAA/,link: differentiation protocol; https://www.encodeproject.org/documents/c7707280-f681-4c88-9b16-9271082c8b32/@@download/attachment/SESCC_ENCODE_differentiation_SOPs_May30_2014.pdf	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/1304f275-668c-42e9-b354-c0213dcc89ee/@@download/attachment/293968.pdf	0	69439468
GSM2344087	GSE88501	SAMN05897374	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from gastroesophageal sphincter (ENCLB414WBQ)	tissue_type: gastroesophageal sphincter,biomaterial_type: tissue,description: Esophagogastric junction tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS616IQR (SAMN05897374),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS616IQR at ENCODE; https://www.encodeproject.org/ENCBS616IQR/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/a2dface5-1cb1-4d04-83ea-8b72997ec14f/@@download/attachment/296189.pdf	0.008149520446919245	36181082
GSM2344186	GSE88557	SAMN05897674	encdo451rua	TRUE	TRUE	TRUE	total RNA-seq from sigmoid colon (ENCLB490FBP)	tissue_type: sigmoid colon,biomaterial_type: tissue,description: Sigmoid colon tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS894VJJ (SAMN05897674),dev stage: adult,Sex: male,donor_id: ENCDO451RUA,age: 54 year,lab: Thomas Gingeras, CSHL,link: ENCBS894VJJ at ENCODE; https://www.encodeproject.org/ENCBS894VJJ/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/7e7a1878-f2d3-46be-a28a-337efa06c3c5/@@download/attachment/296140.pdf	0.027681033681483617	36133183
GSM2071293	GSE78305	SAMN04284317	encdo067aaa	TRUE	TRUE	TRUE	small RNA-seq from tongue (ENCLB248ZZZ)	tissue_type: tongue,biomaterial_type: tissue,description: Human fetal tongue,biosample encode accession: ENCBS080RNA (SAMN04284317),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS080RNA at ENCODE; https://www.encodeproject.org/ENCBS080RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/468b0521-a662-4567-aaf8-168a2207769d/@@download/attachment/B608339.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244267-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/30830775-9490-46ea-9549-2c6a64b49659/@@download/attachment/SID38493.pdf	0	22585104
GSM2343963	GSE88426	SAMN05897338	encdo793lxb	TRUE	TRUE	TRUE	small RNA-seq from sigmoid colon (ENCLB608HYG)	tissue_type: sigmoid colon,biomaterial_type: tissue,description: Sigmoid colon tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS581JIS (SAMN05897338),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS581JIS at ENCODE; https://www.encodeproject.org/ENCBS581JIS/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/53b8d3f1-686e-41b2-b9f0-b0e9c2c66bbd/@@download/attachment/LID296505.pdf	0.05014576045515009	17014864
GSM2343570	GSE88195	SAMN05897067	encdo845wkr	TRUE	TRUE	TRUE	total RNA-seq from spleen (ENCLB546WAK)	tissue_type: spleen,biomaterial_type: tissue,description: Spleen tissue aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS297IUS (SAMN05897067),age: 37 year,dev stage: adult,donor_id: ENCDO845WKR,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS297IUS at ENCODE; https://www.encodeproject.org/ENCBS297IUS/,link: Derived from ENCODE donor ENCDO845WKR; https://www.encodeproject.org/ENCDO845WKR/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/55513db6-1a97-4536-843a-360f416c5f6b/@@download/attachment/296573.pdf	0.004822314320796912	26258014
GSM2343393	GSE88103	SAMN05897772	encdo845wkr	TRUE	TRUE	TRUE	small RNA-seq from tibial nerve (ENCLB057AMZ)	tissue_type: tibial nerve,biomaterial_type: tissue,description: Tibial nerve tissue from received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS986CBC (SAMN05897772),dev stage: adult,Sex: male,donor_id: ENCDO845WKR,age: 37 year,lab: Thomas Gingeras, CSHL,link: ENCBS986CBC at ENCODE; https://www.encodeproject.org/ENCBS986CBC/,link: Derived from ENCODE donor ENCDO845WKR; https://www.encodeproject.org/ENCDO845WKR/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/ca708a37-45ff-4cae-84d6-ed437fe9e454/@@download/attachment/LID296654.pdf	0.12394945406299532	11437220
GSM5378928	GSE177796	SAMN19596666	encdo000aad	TRUE	TRUE	TRUE	CRISPR RNA-seq from K562 (ENCLB565YRN)	antibody: SRSF4,line: K562,biomaterial_type: cell line,description: RNA-seq on K562 cells treated with a CRISPR gRNA against SRSF4. (SRSF4-BGKcLV04-29B),biosample encode accession: ENCBS217XMV (SAMN19596666),Sex: female,health state: chronic myelogenous leukemia (CML),dev stage: adult,age: 53 year,donor_id: ENCDO000AAD,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS217XMV at ENCODE; https://www.encodeproject.org/ENCBS217XMV/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/0ff5c0f8-613f-461a-9e98-3a3646d6a129/@@download/attachment/L-SRSF4-BGKcLV04-29B.pdf	0.004067746029069441	28843882
GSM2071280	GSE78298	SAMN04284299	encdo065aaa	TRUE	TRUE	TRUE	small RNA-seq from occipital lobe (ENCLB232ZZZ)	tissue_type: occipital lobe,biomaterial_type: tissue,description: Human fetal occipital lobe,biosample encode accession: ENCBS064RNA (SAMN04284299),age: 22 week,donor_id: ENCDO065AAA,dev stage: fetal,Sex: male,health state: unknown,lab: Thomas Gingeras, CSHL,link: ENCBS064RNA at ENCODE; https://www.encodeproject.org/ENCBS064RNA/,link: Derived from ENCODE donor ENCDO065AAA; https://www.encodeproject.org/ENCDO065AAA/,link: data sheet; https://www.encodeproject.org/documents/c638c34d-2d35-4f44-b87e-4c51745be0f7/@@download/attachment/B608332.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244062-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/a326f76f-a545-4393-b992-5826ac709873/@@download/attachment/SID38501.pdf	0.2209917987298192	17424789
GSM2071289	GSE78303	SAMN04284312	encdo067aaa	TRUE	TRUE	TRUE	small RNA-seq from temporal lobe (ENCLB244ZZZ)	tissue_type: temporal lobe,biomaterial_type: tissue,description: Human fetal temporal lobe,biosample encode accession: ENCBS076RNA (SAMN04284312),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS076RNA at ENCODE; https://www.encodeproject.org/ENCBS076RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/7ac12477-3d6e-4150-b54b-0a0bbc8beed9/@@download/attachment/B608337.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244078-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/1ed5e94f-3cda-4afd-b05b-65212a204489/@@download/attachment/SID38479.pdf	0.4091364502022513	24921210
