cluster_id,kind,canonical_name,k,n_resolved,n_control_types,n_control_types_semantic,frac_degenerate,consistency_score,median_I2,pi_frac_excl0,dd_verdict,contrast_verdict,meta_analysis_valid,dd_reason
group_L4_482e8f25,small_molecule,indole-3-acetic acid,9,18,4,8,0,0.9999823140327544,0.00176859672457285,0.5223880597014925,multi_contrast,minestrone,FALSE,"Only ""HUDEP-2 cells treated with IAA => ...without IAA"" is a true IAA contrast; the rest are food-allergen exposures (2S albumin/7S globulin), ART antiretroviral treatment, statins, and an anti-CD3 antibody (hOKT3) study, all under the ""indole-3-acetic acid"" anchor."
group_L4_4888bee2,pathogen_or_aggregate_exposure,Staphylococcus epidermidis,3,6,1,1,0,0.9995836064888942,0.04163935111058091,0.16559691912708602,one_contrast,coherent,TRUE,"tutti i contrasti sono esposizione a Staphylococcus epidermidis (da sola o con costimolo citochinico IL-22/IFNg) confrontata contro lo stesso baseline semantico 'untreated'/'diluent control': un solo asse sperimentale (risposta a S. epidermidis), citochine come modulatori non come assi separati."
group_L4_48a7ac19,small_molecule,cisplatin,8,20,2,1,0,1,0,0.5550847457627118,multi_contrast,minestrone,FALSE,"Genuine cisplatin-vs-vehicle contrasts are mixed with unlabeled ""Combination"" arms (""A549...Combination => ...Vehicle""), a generic ""chemotherapy"" arm, and a structurally different platinum compound (""MRC5 Tetra-Pt(bpy) => MRC5 control"")."
group_L4_4aa7b249,genetic_knockdown,HOXB13,3,9,5,2,0,0.5440330382505408,45.59669617494592,0.37376237623762376,multi_contrast,minestrone,FALSE,Mixes genuine 'shHOXB13'/'siHoxB13' knockdown-vs-scramble contrasts (vs 'LNCaP plko.1'/'PC3 pGIPZ'/'22RV1 siControl') with a separate androgen-treatment axis nested in HOXB13-perturbed backgrounds ('shHOXB13 + R1881' vs 'shHOXB13 + EtOH'; rescue+R1881 vs rescue+EtOH) - a drug-vehicle axis distinct from the genetic-knockdown axis.
group_L4_4b3cd9cd,genetic_knockdown,prostate cancer,59,81,33,6,0,0.17662018646856825,82.33798135314318,0.20186335403726707,multi_contrast,minestrone,FALSE,"Canonical name is a disease category, second-largest cluster: mixes an androgen-receptor/hormone axis (DHT, R1881, Enzalutamide) and a hypoxia/normoxia axis ('PC3 Hypoxia siCtrl' vs 'PC3 Normoxia siCtrl') with unrelated gene knockdowns (RB1, HDAC1/3+HOXB13, PTEN, E2F1, TRIM33, APP, YAP1, BRG1) and CRISPR guide screens - environmental, hormonal, and multiple unrelated genetic-knockdown axes all pooled."
group_L4_4c2f189a,environmental,rheumatoid arthritis,6,7,1,5,0,NA,NA,NA,multi_contrast,minestrone,FALSE,"'RA Bio + MTX/Steroid => RA untreated' and 'DMARD Treated => DMARD Vehicle Control' are genuine RA drug-treatment contrasts, but 'Non-Load Bearing => Control' / 'Obese Load Bearing => Control' are mechanical-loading/obesity experiments unrelated to RA, and 'Ongoing DMARD Treated => OA Untreated Control' compares RA-treated tissue to an Osteoarthritis control (a different disease)."
group_L4_4d2d5aa0,environmental,breast cancer,19,26,13,10,0,0.984465907969389,1.553409203061097,0.5379008746355685,multi_contrast,minestrone,FALSE,"Combines hormone-deprivation genetics (NF1 mutant variants), hypoxia ('HME2 cells exposed to 1% O2' vs '20% O2'), glucose-starvation timecourse ('MDA-MB-231 Starvation 12h/13h/14h'), chemotherapy, diet ('Walnut (no technical treatment)/(surgery) => Control (total RNA)'), and hormone-therapy disease contrasts under a single 'breast cancer' anchor."
group_L4_4faeaef3,disease_vs_normal,Huntington's Disease,24,46,6,7,0,0.04831533318562264,95.16846668143774,0.16028368794326242,multi_contrast,minestrone,FALSE,"Pochi contrasti sono davvero Huntington ('HD BA9 prefrontal cortex => Control BA9 prefrontal cortex'); il resto e' ALS ('Cerebellum sALS => Cerebellum Healthy'), disturbo bipolare (7 varianti 'Bipolar Disorder... => Control...'), glioblastoma/glioma (5 varianti), CCM, sindrome di Cornelia de Lange e X fragile: patologie cerebrali del tutto diverse."
group_L4_4fba810b,disease_vs_normal,inflammatory bowel disease,11,72,5,3,0,1,0,0.7188940092165899,multi_contrast,minestrone,FALSE,"3x 'Crohn's disease ileum => Control ileum' is the real disease axis, but 'Control ileum => Control colon' is control-vs-control (degenerate), and ~20 contrasts pair 'Crohn's disease ileum donorN' against 'Ulcerative colitis ileum donor2' - a diseased UC sample used as the control (frac_degenerate 0.32 confirms)."
group_L4_51625c0e,small_molecule,trastuzumab,5,8,2,2,0,0.9999932902443042,6.709755695818488e-4,0.7298978231896934,multi_contrast,minestrone,FALSE,"Combines clear trastuzumab/Herceptin/biosimilar contrasts with a combo arm (""Trastuzumab + Pertuzumab => Untreated (normal)"") and a generically labeled ""HER2+ Breast Tumor Biopsy Treated with Drug => ...Vehicle Control"" that does not specify the drug."
group_L4_54cb9f8b,small_molecule,17β-estradiol,16,22,4,2,0,0.4515708107000036,54.84291892999964,0.32993630573248406,multi_contrast,minestrone,FALSE,"Beyond estradiol(E2)-vs-vehicle pairs, treated arms include unclear/different compounds ""1-S""/""1-SO ... => DMSO without UV"" and ""MDA-MB-231 treated with B5 => ...CTRL"", plus a genotype-confounded pair (""MCF7+transgene+E2 => MCF7+wildtype PELP1+vehicle"")."
group_L4_56ec6b80,genetic_knockdown,Ewing sarcoma,6,9,6,2,0,0.27734472289168977,72.26552771083102,0.2337467117624953,multi_contrast,minestrone,FALSE,"7/9 contrasts target the EWS-FLI1 fusion (siEWSR1, siFLI1, 'siE-EF') consistent with Ewing sarcoma biology, but 2 contrasts ('RDES siMYBL2' vs 'RDES siControl', 'SK-N-MC siMYBL2' vs 'SK-N-MC siControl') target the unrelated gene MYBL2 - a different target mixed in."
group_L4_57044b52,cytokine_stim,IFNG,10,24,10,4,0,0.9999505850199888,0.00494149800111239,0.534965034965035,multi_contrast,minestrone,FALSE,"Predominantly clean IFN-gamma vs untreated across many NSCLC lines, but also pools an unrelated 'A549 cells treated with dBRD9-A => A549 cells treated with DMSO' drug contrast and an 'A549 non-targeting IFNg => A549 Ptpn2ko IFNg' genetic-knockout comparison where both arms already contain IFNg."
group_L4_575a05a0,cytokine_stim,Met-tRNA<small><sup>Met</small></sup>,15,29,4,1,0,0.09490034634850496,90.5099653651495,0.03932584269662921,one_contrast,coherent,FALSE,"All controls ('no TGFb', 'Control (vehicle)', 'DMSO', 'Untreated', 'PBS') reduce to the same no-TGF-beta1 baseline for TGFB1 stimulation, including the CD26-knockdown pair which isolates TGFb presence within a fixed genetic background."
group_L4_588d3efc,genetic_knockdown,SBNO1,29,37,12,6,0,0.9999974300089828,2.5699910170988346e-4,0.5833333333333334,multi_contrast,minestrone,FALSE,"Extreme mix: unrelated gene knockdowns (siEPRS1, siGL2, siSETX, siSMAD7, siNIK) vs scramble controls, disease case-control designs (Trisomic vs 'Fibroblasts, Control'; Collagen VI muscular dystrophy vs 'Control (vehicle)'; DM1 myotonic-dystrophy myoblasts vs 'Vehicle Control Myoblast'; patient-specific fibroblast mutations), an antibody knockdown in psoriasis tissue ('CD3 Antibody Knockdown' vs 'Isotype Control'), and immune stimulation ('NTC siRNA Stimulated' vs 'NTC siRNA Unstimulated')."
group_L4_59db95a9,environmental,Lipopolysaccharide,19,17,5,8,0,0.5565998573878117,44.34001426121883,0.3612040133779264,multi_contrast,minestrone,FALSE,"Under the 'Lipopolysaccharide' anchor, only 2/17 contrasts mention LPS ('Donor_1 IL4 and LPS...'); the rest are unrelated perturbations - T cell activation, neutrophil transmigration, cigarette smoke ('Cigarette-treated Blood => Control Blood'), SLE patient serum + necrotic lysates, tick-borne-encephalitis vaccine exposure ('pDC donor 1 FSME'), and bare TCR stimulation."
group_L4_5b7a3117,small_molecule,2-deoxy-D-glucose,4,8,1,1,0,0.9969575060588768,0.3042493941123238,0.1915137614678899,multi_contrast,minestrone,FALSE,"Treated arms span unrelated compound classes (2-Deoxyglucose, betahydroxybutyrate, dexamethasone ""DEX"", estradiol ""E2 Treatment"", decitabine ""DAC"", a PKA inhibitor) all compared to generically-labeled ""Control (breast)""/""Vehicle Control""."
group_L4_5ca9f53d,disease_vs_normal,cancer,154,150,20,18,0,1,0,0.9047619047619048,multi_contrast,minestrone,FALSE,"Il cluster generico 'cancer' (k=154) e' dominato da Crohn's disease ('8x CD patient 1 => Healthy Control 1') e ulcerative colitis ('7x UC patient 1 => Healthy Control 1'), non tumori, insieme ad asma, ALS, sindrome di Alazami e sottogruppi molecolari interni a leucemie (AML CD200+/-, B-ALL con CTCF-KO): nessun asse coerente."
group_L4_5d02c61f,environmental,influenza vaccine,5,12,3,5,0,1,0,0.875,multi_contrast,minestrone,FALSE,"Mescola vaccinazione anti-influenzale nel tempo ('Days Post-Vaccination => Pre-vaccination'), migrazione di neutrofili delle vie aeree ('Airway neutrophils, transmigrated => ... untreated'), sorveglianza di un outbreak infettivo ('Exposed Later Surveillance => Vehicle Control Later Surveillance'), MOG-ON ('MOG-ON (whole blood) => Control (whole blood)') e CHMI da malaria ('Volunteer 1... CHMI => ... No treatment, Time zero'): assi sperimentali totalmente diversi."
group_L4_5d10ee81,disease_vs_normal,breast cancer,326,124,32,15,0.016129032258064516,0.9999948725946836,5.127405316358909e-4,0.6956521739130435,multi_contrast,minestrone,FALSE,"'Breast cancer' cluster (k=326) mixes genuine tumor-vs-normal-tissue with genetic mutant panels (BRCA1/BRCA2/ASXL2/AdipoR1 vs wild-type), Prolactin hormone treatment, AR-expression-level cancer-vs-cancer comparisons, pre/on-treatment biopsy timecourse, a mismatched 'Breast Adenocarcinoma (Breast) => Normal (Lung)' tissue error, a technical 'mRNA-seq vs RiboZero' protocol confound on the same sample, and degenerate 'Breast cancer => Breast cancer' pairs."
group_L4_5e2c0371,disease_vs_normal,papillary thyroid carcinoma,25,51,4,4,0,0.7268618426478801,27.313815735211985,0.20512820512820512,multi_contrast,minestrone,FALSE,"Besides clean tumor-vs-normal-thyroid contrasts, distinct_controls include 'Empty Carrier Control' and 'Papillary thyroid cancer cells with Vector' (genetic vector-control axis in cancer cells) and 'Lymph Node Metastasis' and 'laryngeal cancer without thyroid lesions' (progression/different-disease comparators), indicating additional axes beyond disease-vs-normal."
group_L4_6311c024,genetic_knockdown,lung cancer,80,71,26,7,0,0.9999940602493044,5.939750695616962e-4,0.3968253968253968,multi_contrast,minestrone,FALSE,"Canonical name is a disease category; the largest, most heterogeneous cluster pools SARS-CoV-2 infection contrasts ('siSrc SARS-CoV-2 MOI 0.1' vs 'siN SARS-CoV-2 MOI 0.1'; deltaA51R viral mutant vs 'mock-infected'), dsRNA/poly(I:C) innate-immune stimulation, a drug ('GNF5' vs 'DMSO'), CRISPRi guide screens, and dozens of unrelated gene knockdowns (Src, hMENA, ZBTB11, NRF2, CEP20, INTS11, TAZ, BCLAF1, NRAV, DDX23, EHF, BACH1, FOXN3, FIBP, EML4)."
group_L4_63ef9e47,disease_vs_normal,Facioscapulohumeral muscular dystrophy,13,28,5,5,0,0.9885875324579062,1.1412467542093758,0.3492822966507177,multi_contrast,minestrone,FALSE,"The largest blocks - 7x 'Congenital Myotonic Dystrophy (CDM) => Pediatric Control', several 'Congenital Myotonic Dystrophy... => Spinal Muscular Atrophy Type 1, fetal, biceps brachii', and 'DM1 ... => Control Quadriceps muscle' - are Myotonic Dystrophy/DM1/SMA, not Facioscapulohumeral muscular dystrophy (FSHD); a diseased SMA sample is even used as the control for CDM."
group_L4_64768cbe,disease_vs_normal,neurodevelopmental disorder,3,4,1,3,0,1,0,0.8621621621621621,multi_contrast,minestrone,FALSE,"Four unrelated brain diseases are pooled under 'neurodevelopmental disorder' - 'ASD Brain', Huntington's disease ('Astrocyte Progenitor Cell Huntington's Disease Male'), 'Bipolar Disorder (Brain)', and 'Schizophrenia (Brain)' - each a distinct disease axis with a different control type."
group_L4_654eb856,small_molecule,estrogen,33,66,10,8,0,0.9999940382202666,5.961779733477608e-4,0.6119402985074627,multi_contrast,minestrone,FALSE,"Il cluster mescola DEX (desametasone) vs Control, TPA (estere del forbolo) vs placebo in DCIS/IDC/ILC, MI63 (inibitore MDM2), acido ginkgolico, JQ1 (inibitore BET), e Her/trastuzumab-lapatinib: nessuno di questi e' estrogeno, assi farmacologici completamente diversi pooled sotto lo stesso canonical_name."
group_L4_6760963d,pathogen_or_aggregate_exposure,Human immunodeficiency virus,5,20,7,6,0,0.999996233639176,3.7663608239577105e-4,0.24101198402130491,multi_contrast,minestrone,FALSE,"mescola infettività da pseudovirus HIV-1/VPX, ceppo HIV-2 con CsA ('HIV2_P86HA + CsA ... => NS, donor D50'), SIV ('NLAD8+SIV, donor D51, 24h => NS, donor D50'), uno studio clinico di timing ART ('Early Treatment (10012_ES-N_1) => Early treatment, I_0, survived') e uno studio di risposta vaccinale in invecchiamento ('HIV+ NonResponder T0 => Healthy Aging NonResponder T1'): assi virologici e clinici indipendenti."
group_L4_69735f4e,genetic_knockdown,AATF,22,14,5,5,0,0.9997278500027852,0.02721499972149013,0.4154589371980677,multi_contrast,minestrone,FALSE,"Mixes Che-1/AATF knockdown ('Che-1 Knockdown' vs 'Vehicle Control') with unrelated knockdowns (hnRNPU, MYCN), an unspecified drug-combo control ('sgRNA control and DMSO control'), aneuploidy/translocation disease case-control designs (t(4;11), dic(1;7) vs 'No Treatment'/'Control (Ctrl)'), and an osteogenic-media MSC differentiation axis - several unrelated experimental axes."
group_L4_6bec3a24,pathogen_or_aggregate_exposure,Rhinovirus A,3,21,4,1,0,0.9998946335526347,0.01053664473651875,0.6797020484171322,one_contrast,coherent,TRUE,"tutti i 21 contrasti sono 'infezione da rhinovirus (RV-A16/Rhinovirus 1A/RV16) vs non infetto' appaiati per background di malattia (Asthma/COPD/Healthy/Non_Asthma/Mild asthmatic) e timepoint identico su entrambi i lati: stesso trattato, stesso baseline semantico, background di malattia come stratificazione non come asse diverso."
group_L4_6fbc0958,environmental,glucose,13,17,4,7,0,0.9999952505547958,4.749445204267126e-4,0.21673003802281368,multi_contrast,minestrone,FALSE,"Under canonical name 'glucose', only 2 contrasts are actual glucose dose-response ('AC16 in hyperglycemic conditions ... => AC16 cultured in 5 mM glucose'); the rest are hypoxia ('Cardiac fibroblasts, 0% O2, 24h => ...vehicle control'), heart-failure disease-vs-normal, sepsis ('Heart Sepsis => Heart Control'), and adipogenic differentiation - unrelated axes."
group_L4_7059e6f2,pathogen_or_aggregate_exposure,rsv,7,52,4,1,0,0.16209084463424717,83.79091553657528,0.2744954128440367,one_contrast,coherent,FALSE,"quasi tutti i 52 contrasti riducono a 'RSV vs uninfected/mock' ripetuto su soggetti CF/non-CF e timepoint multipli (es. 'CF subject N RSV Xh => CF subject N uninfected'), più poche varianti H292/NCI-H292 con farmaco co-somministrato ma sempre confrontate contro mock; stesso trattato (infezione RSV) e stesso baseline semantico."
group_L4_7284c83d,pathogen_or_aggregate_exposure,Coxiella burnetii,3,11,1,3,0,1,0,0.6666666666666666,multi_contrast,minestrone,FALSE,"Genuine Q-fever contrasts (""Monocytes from Donor_X with QFS => ...healthy control"") are mixed with an unrelated prostate-cancer/ADT contrast (""CD4lowHLA-G+ T cells from prostate cancer patients undergoing ADT => Healthy human naive CD4 cells"") and an unclear ""150kV => Control"" pair with no infection relevance."
group_L4_72f662c4,disease_vs_normal,nonalcoholic steatohepatitis,7,13,1,1,0,0.999485236206245,0.0514763793755046,0.7777777777777778,one_contrast,coherent,TRUE,"All contrasts pair NAFLD/NASH (including fibrosis-stage variants NASH_F0-F1..F4) against a healthy-liver baseline ('Healthy Human Liver'/'Healthy Control'/'Healthy') - one disease-spectrum-vs-normal axis, no unrelated perturbations."
group_L4_73e30195,disease_vs_normal,Thyroid Neoplasms,6,3,2,3,0,1,0,0.5484147386461011,multi_contrast,minestrone,FALSE,"'Short telomere tumor => Normal telomere tumor' never names thyroid tissue and reads as a tumor telomere-length subclassification, a different axis from 'Follicular Thyroid Carcinoma Tumor => Normal Thyroid Tissue' and 'Papillary Thyroid Cancer => Papillary Thyroid Paracancer'."
group_L4_74f0d134,pathogen_or_aggregate_exposure,hiv-1,4,8,2,4,0,1,0,0.34764397905759165,multi_contrast,minestrone,FALSE,"mescola infezione HIV-1 vs controllo negativo, co-infezione ('C. trachomatis + HIV-1 infected PBMCs => Negative control PBMCs'), asse farmacologico ('ABX464-treated PBMCs (Donor4) => DMSO-treated PBMCs (Donor1)', donatori mismatched) e una coppia degenere infetto-vs-infetto: 'HIV-positive ... Subject 11 => HIV-positive ... Subject 1'."
group_L4_751db365,disease_vs_normal,ovarian cancer,69,26,12,9,0,0.9999769130894478,0.00230869105522396,0.568019093078759,multi_contrast,minestrone,FALSE,"Mescola cancro ovarico vero con maturazione di ovociti ('Maturation Deficient Oocytes => In Vivo Matured Oocytes', biologia riproduttiva non oncologica), PCOS ('PCOS => Normal'), confronti tra stadi di malattia anziche' vs normale ('High grade serous carcinoma => Serous borderline tumor') e un confronto cross-cancro (linea ovarica IGROV1 vs linea prostatica DU145 come 'control')."
group_L4_763d919a,small_molecule,temozolomide,7,8,1,1,0,1,0,0.5528301886792453,multi_contrast,minestrone,FALSE,"La maggioranza (5/7) e' temozolomide/TMZ reale vs DMSO/vehicle, ma 'Glioma Stem Cells Treated with T3961 => ...Untreated' usa un codice composto distinto (mai chiamato TMZ come nelle altre righe dello stesso cluster), e 'NCH644, treated with X' ha un trattamento non identificato: possibile composto diverso pooled, non solo TMZ."
group_L4_78c74b14,environmental,training,3,10,3,1,0,1,0,0.7264150943396226,one_contrast,coherent,TRUE,"Tutti i contrasti sono allenato vs non allenato ('Trained Post-Training Period 2 => Untrained Pre-Training Period 2', 'Type IIa trained basal => Type IIa untrained basal'): un solo asse (stato di allenamento), variato solo per timepoint/tipo di fibra."
group_L4_7b3e137b,disease_vs_normal,"Carcinoma, Renal Cell",21,19,4,1,0,0.4920176930410889,50.79823069589111,0.4523988947500628,one_contrast,coherent,FALSE,"All 19 contrasts are case_control_disease kidney-tumor vs normal/adjacent kidney tissue with a uniform control type; minor histological subtype heterogeneity (PEComa, Xp11 neoplasm alongside ccRCC) does not introduce a different experimental design."
group_L4_7d4f6970,genetic_knockdown,poly(I:C),21,20,10,4,0,0.9996458242067012,0.03541757932988264,0.6675531914893617,multi_contrast,minestrone,FALSE,"Treated arms target unrelated genes (siILF3, siINTS11, siRRP40, siWTAP, siMOF, si-DLEU2, si-CNN3, siHSE, YTHDC1 siRNA, siRNA targeting TNRC6A/C) via mixed reagents (siRNA vs 'Negative GapmeR' vs 'random sequence ASO') plus a separate poly(IC)-stimulus axis ('siMock + poly(IC)' vs 'Mock transfected + poly(IC)') - multiple unrelated targets/axes pooled under the poly(I:C) anchor."
group_L4_7dd45f9a,environmental,obesity,7,10,3,1,0,1,0,0.3237791932059448,one_contrast,coherent,TRUE,"Tutti i contrasti sono obeso/overweight vs magro/lean nello stesso disegno case-control ('Obese/overweight => Lean', 'Obese (BMI: 68 kg/m²) => Lean', 'Obese Omental Adipose Tissue => Lean Omental Adipose Tissue'): stesso baseline semantico (magro/non-obeso) per lo stesso trattato."
group_L4_7dd70dd8,pathogen_or_aggregate_exposure,Streptococcus pneumoniae,10,37,11,8,0.02702702702702703,1,0,0.3880597014925373,multi_contrast,minestrone,FALSE,"il gruppo più numeroso (11x+1x = 12 contrasti) è 'Nasopharyngeal swab, COVID-19 positive => ... negative', estraneo a Streptococcus pneumoniae; si aggiungono LAIV/TIV+pneumococco (vaccino influenzale), 'Day21 Fetal/Term Nasopharyngeal Tissue => Day0' (sviluppo tessuto) e una coppia degenere 'LAIV D9 => LAIV D9'."
group_L4_7ffbf7aa,pathogen_or_aggregate_exposure,carnitine,9,15,3,1,0,0.6950029634769568,30.499703652304316,0.26385707741639947,one_contrast,coherent,TRUE,"nonostante il canonical_name errato ('carnitine'), tutti i contrasti riducono allo stesso asse LPS-vs-veicolo/non-stimolato: 'LPS-treated PBMCs => Vehicle-only CTL-treated PBMCs', 'Normal LPS N35 => Normal untreated N37', 'LPS 1h/2h/3h => Control', 'SLE LPS => SLE Untreated and Unstimulated' — stesso trattato (LPS) e stesso baseline semantico (assenza di LPS) su donatori/soggetti diversi."
group_L4_81372eea,disease_vs_normal,NA,120,100,10,9,0.03,0.999997252030208,2.7479697919117563e-4,0.8289473684210527,multi_contrast,minestrone,FALSE,"canonical_name is null and contrasts span at least 6 distinct diseases (Autism, Bipolar Disorder, Alexander disease 'Brain tissue AxD', cerebral adrenoleukodystrophy 'ccALD BMECs', ALS, Glioblastoma/DIPG/Glioma) plus within-tumor axes unrelated to disease-vs-normal ('GBM stem cells => GBM tumor tissue', 'Glioblastoma Differentiated => Glioblastoma Stem', 'High grade 12H => Low grade Brain')."
group_L4_813ad0b6,small_molecule,LPS,5,8,1,4,0,0.9999976817015854,2.3182984145364569e-4,0.8923076923076924,multi_contrast,minestrone,FALSE,"No contrast is actually pure ""LPS alone vs untreated"": treated arms are unrelated compounds MC3209/MC3465 vs DMSO, an unclear ""NR"" vs Basal, ""TPL2i+LPS => Vehicle+LPS"" (control already contains LPS), and ""Uric Acid+LPS => Control Monocytes""."
group_L4_84183d47,environmental,kidney disease,8,12,5,6,0,0.9998893152801308,0.01106847198693094,0.6721970839617899,multi_contrast,minestrone,FALSE,"Copre rigetto di trapianto (ACR/AMR/TCMR vs 'No Rejection'), necrosi tubulare acuta ('ATN_sepsis_neg_control => ATN'), funzione del graft ('Delayed Graft Function => Immediate Graft Function'), ischemia ('Ischemia => Pre-Ischemia'), sepsi ('Kidney Sepsis => Kidney Control') e persino insufficienza cardiaca confrontata con baseline renale ('Heart Failure (Sample 1) => Baseline Kidney (Sample 1)'): assi clinici distinti, non un solo contrasto renale."
group_L4_87b13599,disease_vs_normal,"Arthritis, Rheumatoid",14,10,4,5,0,1,0,0.7678571428571429,multi_contrast,minestrone,FALSE,"'Rheumatoid Arthritis' cluster pools unrelated diseases as case or control ('Individual with Frozen Shoulder' vs Healthy, 'OA Untreated Control' vs Healthy, 'Rheumatoid Arthritis' vs 'Psoriatic Arthritis', TMJ disc-displacement) plus RA treatment-timecourse across different subjects (AP14/AP13 vs AP23 baseline)."
group_L4_897283e8,small_molecule,doxorubicin,11,16,3,2,0,1,0,0.6515151515151515,multi_contrast,minestrone,FALSE,"""Dox"" is overloaded: real doxorubicin-chemo contrasts (""MDA-MB-231 Doxorubicin => MDA-MB-231 Untreated"", ""MCF-7 ADM => MCF-7 growth medium"") are pooled with doxycycline-inducible transgene systems (""T47D...FOXA1_plus_Dox => ...FOXA1_minus.Dox"", ""ZR75-1...Dox => ...Dox_vehicle"") plus unrelated compounds ""FMF-04-159-2"", ""Compound_18"", and ""AV535""."
group_L4_8a19ae38,cytokine_stim,CD44,3,13,2,3,0,0.9998710761853248,0.01289238146752631,0.27279005524861877,multi_contrast,minestrone,FALSE,"Cluster labeled CD44 mixes MAPK-inhibitor treatment ('A375 + MAPKi' vs 'A375 + DMSO'), TGF-beta stimulation ('Fibroblasts, TGFbeta' vs 'Fibroblasts, vehicle'), and a tryptolide time-course ('tryptolide 3/5h' vs 'tryptolide 0h') - three unrelated perturbations."
group_L4_8b00e191,disease_vs_normal,diabetic nephropathy,4,11,3,2,0,1,0,0.5325325325325325,one_contrast,coherent,TRUE,"10/11 contrasti sono Diabetic Nephropathy (o cellule HK-2 malate) contro riferimento sano/Reference; un solo caso border-line ('Idiopathic Nodular Glomerulosclerosis => Reference 1') e' una glomerulopatia correlata ma non un asse farmaco/genetico distinto, stesso asse malattia-renale-vs-sano."
group_L4_8bc49282,cytokine_stim,ethanol,5,8,1,1,0,0.7665213099080536,23.34786900919465,0.4157105030891438,one_contrast,coherent,TRUE,"All controls (Untreated/PBS/DMSO/Control(BSA)/Diseased-Vehicle) are the same no-TNF baseline for TNF-alpha stimulation across different cell types (melanoma lines, cardiac myocytes, diseased tissue)."
group_L4_8c14612b,disease_vs_normal,head and neck squamous cell carcinoma,17,5,3,3,0,0.999992749404586,7.250595414111618e-4,0.766120218579235,multi_contrast,minestrone,FALSE,"Only 'Malignant head and neck => Non-transformed oral mucosa' is genuine tumor-vs-normal; the rest compare relapse-HNSCC vs primary-HNSCC (both diseased, a progression axis) or two different HNSCC cell lines against each other (UPCISCC090 vs UMSCC104)."
group_L4_8c1bb38a,environmental,exercise,3,6,3,3,0,1,0,0.34911242603550297,multi_contrast,minestrone,FALSE,"Il confronto 'habitually exercising PBMCs => sedentary PBMCs (age 66)' misura lo stato di allenamento cronico (cross-sectional), mentre gli altri ('Healthy/ME-CFS Patient T1 Maximal Exertion => T0 Baseline', 'After Exercise => Before Exercise') misurano la risposta acuta a una singola sessione: due assi sperimentali concettualmente diversi (adattamento cronico vs risposta acuta)."
group_L4_8daac048,genetic_overexpression,ZNF687,4,10,4,4,0,0.999584905329395,0.04150946706049172,0.23801065719360567,multi_contrast,minestrone,FALSE,"i controlli 'dCas13d + CA2-g1-Control', 'HEK293', 'Empty vector', 'GFP' coprono esperimenti diversi (screen CRISPR su geni CA2/PPIA non-ZNF687, SAHH via GFP-fusion, HEK293 NP21/pcDNA) e includono coppie degeneri controllo-vs-controllo (es. 'dCas13d + PPIA-g1-Control => dCas13d + CA2-g1-Control')."
group_L4_8e67cff4,genetic_knockout,huntingtin,4,11,1,2,0,1,0,0.7928802588996764,multi_contrast,minestrone,FALSE,"9/11 contrasts are naturally-occurring CAG-repeat-length HD patient samples stratified by severity ('HD CAG 41' ... 'HD CAG 51' vs 'Normal Controls'), a disease-genetics design distinct from the 2 engineered full-knockout contrasts ('HD Knockout (Engineered)', 'HTT Knockout HD Model' vs 'Control') - different perturbation types pooled together."
group_L4_8f0b3b9e,disease_vs_normal,acute myeloid leukemia,97,91,22,6,0,1,0,0.6530612244897959,multi_contrast,minestrone,FALSE,"'CR Bone Marrow => Non-CR Bone Marrow', 'AML M2 => CMML', and 'AML Relapse 1 BM => AML Diagnosis' all use a DIFFERENT diseased state (not a healthy donor) as the control, mixing disease-subtype/relapse axes with the genuine 'Acute Myeloid Leukemia (AML) => Normal Bone Marrow' axis."
group_L4_9032ee71,cytokine_stim,TNF,10,20,8,6,0,0.9705879521192128,2.9412047880787067,0.7327156094084105,multi_contrast,minestrone,FALSE,"Cluster labeled TNF pools mostly unrelated axes: YAP/TAZ siRNA+BMP2, MALAT1 knockdown (LNA), generic PC3 shRNA knockdown, ionizing radiation (4-10Gy) in siRELA/siTP53 backgrounds, ZNF598 and HAPSTR1 knockdown - only 'siCTR + TNFalpha' and 'siRELA + TNFalpha' are actual TNF contrasts."
group_L4_94e1e848,genetic_overexpression,ADARB2,11,13,5,8,0,1,0,0.7543859649122807,multi_contrast,minestrone,FALSE,"grab-bag di esperimenti scollegati: 'GBM8401 TMZ-resistant cells => Parental GBM8401 cells' (farmacoresistenza), 'Cerebellum c9ALS => Cerebellum Healthy' e 'Frontal Cortex c9ALS => Frontal Cortex Healthy' (malattia ALS), '3M cerebral organoids, 16p11.2 duplication => control' (modello genetico), 'Pediatric Ependymoma ... RELA2-P => Pediatric Ependymoma Brain Tissue' (tumore), oltre a vari overexpression NSB e microRNA mimic control: nessun asse comune se non il tessuto neurale."
group_L4_9d140332,disease_vs_normal,endometriosis,6,11,1,1,0,1,0,0.5294117647058824,one_contrast,coherent,TRUE,"All 11 contrasts pair endometriosis (whole tissue, eutopic endometrium, or M1/M2 macrophage subsets) against a matched healthy control - one consistent disease-vs-normal axis at varying cellular resolution."
