cluster_id,study_id,caso,motivo
cgroup_L5_12212e41,GSE173789,C,Sola riscrittura; tipo cellulare (CD19+ B) appaiato in entrambe le esecuzioni.
cgroup_L5_12212e41,GSE180760,C,Sola riscrittura ('MS DCs' vs 'Healthy DCs' contro 'MS Monocyte derived dendritic cells' vs l'omologo sano).
cgroup_L5_12212e41,GSE89843,C,"Riscrittura del solo trattato; il controllo 'Healthy Control (none)' e' identico nelle due esecuzioni, con lo stesso limite di annotazione."
cgroup_L5_12212e41,GSE168527,A,USCITO: portava due coppie appaiate per sottopopolazione ('KIR- CD8 T multiple sclerosis' vs 'KIR- CD8 T healthy' e la gemella KIR+); ora non e' poolato. Dato pulito perso.
cgroup_L5_4753688f,GSE126775,C,"Entrambe le esecuzioni portano il tag 'p53mut' sul solo braccio trattato, ma su righe diverse (PR-A 6h e PR-B 48h nel riferimento, PR-B 48h ora). La migrazione mostra che l'annotazione e' instabile: l'etichetta non stabilisce quale assegnazione sia quella giusta, e nessuna delle due e' pulita in senso stretto."
cgroup_L5_4753688f,GSE139393,B,ENTRATO con coppia appaiata per linea ('Ishikawa cells treated with R5020' vs 'Untreated Ishikawa cells'); controllo untreated dentro il tipo dichiarato dal gruppo.
cgroup_L5_4753688f,GSE155272,C,Sola riscrittura; il donatore M220 compare sui due bracci in entrambe le esecuzioni.
cgroup_L5_4753688f,GSE243454,A,"Da quattro coppie tutte appaiate (MCF7 e T47D, ciascuna con e senza 'Engineered') a una sola. Tre coppie pulite perse."
cgroup_L5_4753688f,GSE247777,A,USCITO: 'R5020 60min in 3D culture' vs '3D culture normal media' era appaiata sul sistema di coltura; ora non e' poolata.
cgroup_L5_4753688f,GSE80366,A,USCITO: 'T47D + R5020 (polyA)' vs 'T47D + Vehicle' era appaiata per linea (il '(polyA)' e' preparazione di libreria); ora non e' poolata.
cgroup_L5_3ec58cd6,GSE134580,C,Sola riscrittura del controllo ('Normal weight controls' contro 'Healthy Control').
cgroup_L5_3ec58cd6,GSE205668,C,Entrambe le esecuzioni contengono una coppia con eta' incompatibili (ora 18.44 contro 0.50; nel riferimento 18 contro 13 e 14 contro 0.5). Il nuovo appaia bene l'altra coppia (12.85 contro 12.72) dove il riferimento non la appaiava: nessuna delle due esecuzioni e' pulita e non c'e' motivo per preferirne una.
cgroup_L5_3ec58cd6,GSE213465,C,Riscrittura che anzi esplicita il sottotipo NK sui due bracci.
cgroup_L5_3ec58cd6,GSE95243,C,Sola riscrittura ('Obese iPSC-derived hypothalamus neuron' contro 'Obese Hypothalamus Neuron (iPSC)').
cgroup_L5_3ec58cd6,GSE168705,A,USCITO: 'Obese' vs 'Control' era un caso-controllo pulito; ora non e' poolato.
cgroup_L5_3ec58cd6,GSE196387,A,USCITO: 'Obese' vs 'Healthy' era un caso-controllo pulito; ora non e' poolato.
cgroup_L5_089ccae5,GSE123637,C,Sola riscrittura ('MM.1S in vitro treated with Bortezomib' contro 'MM.1S_Bortezomib').
cgroup_L5_089ccae5,GSE123638,B,"Recuperata la coppia 'Bortezomib, shPSMD2' vs 'DMSO, shPSMD2', con la genetica appaiata sui due bracci; il riferimento aveva solo la 'uninduced'."
cgroup_L5_089ccae5,GSE136725,B,"Il riferimento poolava anche 'Bortezomib-treated bone marrow' contro 'Untreated MM1.S', cioe' materiali diversi fra i bracci; ora resta la sola coppia appaiata. Difetto rimosso."
cgroup_L5_089ccae5,GSE217898,C,SPOSTATO. Pannello di farmaci sullo stesso tipo cellulare: la riga e' per studio e non stabilisce che questi campioni siano quelli etichettati carfilzomib/doxorubicina/aspirina nel riferimento. L'etichetta non decide.
cgroup_L5_089ccae5,GSE152816,A,USCITO: 'Bortezomib-treated Leukemia Cells' vs 'DMSO-treated Leukemia Cells' era pulita; ora non e' poolata.
cgroup_L5_089ccae5,GSE217421,C,"USCITO verso 25 entita' (bortezomib non fra queste), portando via quattro coppie 'Bortezomib-treated cardiac myocytes' vs 'DMSO-treated cardiac myocytes'. E' lo stesso pannello multi-farmaco: l'etichetta non stabilisce quale esecuzione attribuisca bene quei campioni."
cgroup_L5_82f82010,GSE182923,C,"Sola riscrittura ('Diabetic, Female' vs 'Healthy Control, Female' contro le stesse senza virgola); sesso appaiato in entrambe."
cgroup_L5_82f82010,GSE92724,A,"ENTRATO ora, e porta dentro il difetto: 'Diabetic Patient (Male)' contro 'Healthy control (Female)'. Il riferimento non lo poolava affatto, cioe' su questo studio il vecchio azzeccava per omissione e il nuovo introduce un confronto col sesso disaccoppiato."
cgroup_L5_82f82010,GSE175988,A,USCITO: 'Diabetic Unstimulated' vs 'Healthy Unstimulated' era appaiata sullo stato di stimolazione; ora non e' poolata.
cgroup_L5_82f82010,GSE89475,A,USCITO: 'Endothelial cells under diabetic conditions' vs 'Control endothelial cells' era appaiata sul tipo cellulare; ora non e' poolata.
cgroup_L5_ea4a1823,GSE190031,C,"Sola riscrittura, con perdita della linea nell'etichetta nuova ('High Calcium' vs 'Control' contro 'MCF10A + high calcium' vs 'MCF10A + vehicle')."
cgroup_L5_ea4a1823,GSE228631,C,Sola riscrittura ('Calcium Treated 48 Hours' vs 'Control (No Treatment)' contro 'Calcium 48h' vs 'Control None'); in entrambe le esecuzioni i due tempi condividono l'unico controllo non trattato.
cgroup_L5_8958b27a,GSE139546,B,"Recuperata la seconda coppia ('p53 siRNA + Nutlin' vs 'p53 siRNA'), col siRNA appaiato sui due bracci; il riferimento ne poolava una sola."
cgroup_L5_8958b27a,GSE211244,C,"Sola riscrittura, che anzi rende esplicito il genotipo sui due bracci ('HCT116 TP53-/- + Nutlin 3A' vs 'HCT116 TP53-/- + DMSO' contro 'HCT116_Nutlin3A_case' vs 'HCT116_DMSO_case')."
cgroup_L5_8958b27a,GSE201021,A,USCITO: 'Nutlin P53KO' vs 'DMSO P53KO' aveva il genotipo appaiato sui due bracci; ora non e' poolata.
cgroup_L5_8958b27a,GSE59841,A,USCITO: 'nutlin 2.5uM' vs 'DMSO' era una coppia pulita; ora non e' poolata.
cgroup_L5_4041e3af,GSE118319,C,"Stessi tre contrasti, solo riscritti; l'asimmetria sul differenziamento e' presente identica in entrambe le esecuzioni (anzi il riferimento la scrive piu' esplicita), quindi nessuna delle due e' migliore dell'altra."
cgroup_L5_4041e3af,GSE125518,C,Sola riscrittura ('GSK-J4' vs 'DMSO' contro 'GSK-J4 treated' vs 'DMSO control').
cgroup_L5_4041e3af,GSE110709,A,"USCITO: tre coppie appaiate per linea (LAN5, SK-N-BE(2), SK-N-FI contro il rispettivo controllo); ora non e' poolato. Era l'unico contributo di neuroblastoma del gruppo."
cgroup_L5_4041e3af,GSE180233,A,USCITO: 'Healthy Donor 1 - GSKJ4' vs 'Healthy Donor 1 - Untreated' era appaiata per donatore; ora non e' poolata.
cgroup_L5_a69fcae5,GSE131525,B,ENTRATO con un confronto appaiato sul tipo cellulare ('Monocytes SLE SLE1' vs 'Monocytes Healthy Control HC2'); il riferimento non lo poolava in nessuna meta-analisi.
cgroup_L5_a69fcae5,GSE162828,C,Sola riscrittura ('... Patients' vs 'Healthy Controls' contro '... Patient' vs 'Healthy Control (4)').
cgroup_L5_a69fcae5,GSE168527,A,USCITO: due coppie appaiate per sottopopolazione ('KIR- CD8 T Systemic Lupus Erythematosus' vs 'KIR- CD8 T healthy' e la gemella KIR+) non sono piu' poolate. E' lo stesso studio che esce anche dal gruppo sclerosi multipla.
cgroup_L5_a69fcae5,GSE80183,A,USCITO: 'SLE patient (anti-ENA+)' vs 'Healthy control (no treatment)' era un caso-controllo leggibile; ora non e' poolato.
cgroup_L5_9bdf0dcb,GSE161916,C,"Divergenza di sola grafia ('IFNa' vs 'Untreated' contro 'IFNa' vs 'untreated'): stesso contrasto, nessuna delle due e' preferibile."
cgroup_L5_83f57274,GSE104193,C,"Ora ""MCF10A Hypoxia""/""MDA-MB-231 Hypoxia"" contro le rispettive normossie; nel riferimento le coppie con PP242 tenuto costante sui due lati. Entrambe le costruzioni isolano l'ipossia, l'etichetta non permette di preferirne una."
cgroup_L5_83f57274,GSE120523,B,"ENTRATO con ""Hypoxia (Endothelial)"" contro ""Control"" dello stesso studio. Il rilievo del critico B non regge: il controllo nudo non dichiara un materiale diverso, e lo studio porta un solo confronto."
cgroup_L5_83f57274,GSE120886,B,"Aggiunge la coppia pulita ""RCC4+VHL hypoxia"" contro ""RCC4+VHL normoxia"" e allinea il controllo HKC8 (""control"" invece di ""untreated"")."
cgroup_L5_83f57274,GSE134737,A,"Nel riferimento un solo confronto (""...unaffected, hypoxia"" contro ""...normoxia""); ora tre, di cui uno appaia ""neuron"" a ""neurite"". Il nuovo run introduce il disallineamento di compartimento che decide il verdetto del gruppo."
cgroup_L5_83f57274,GSE154427,C,"Stesso contrasto, cambia la sola punteggiatura dell'etichetta."
cgroup_L5_83f57274,GSE157371,A,"ENTRATO con ""RKO Hypoxia"" contro ""RKO Normoxia SETX+"": il riferimento non poolava lo studio e quindi non portava dentro il marcatore genetico asimmetrico."
cgroup_L5_83f57274,GSE163333,B,"ENTRATO con ""Hypoxia"" contro ""Normoxia"": confronto pulito che il riferimento perdeva."
cgroup_L5_83f57274,GSE163827,C,Stessa coppia con etichetta piu' estesa su entrambi i lati; nessun cambio di contrasto.
cgroup_L5_83f57274,GSE193133,C,Il genotipo CCAR2-/- del riferimento era su ENTRAMBI i lati e ora sparisce da entrambi: nessuna asimmetria leggibile in nessuna delle due versioni.
cgroup_L5_83f57274,GSE197525,A,"Il riferimento aveva due coppie pulite (KO e TERT, ipossia contro normossia); ora resta solo TERT. Perdita di un appaiamento corretto senza nulla in cambio."
cgroup_L5_83f57274,GSE211611,C,"Stesse due coppie; nel riferimento la seconda portava ""(additional)"". Differenza di sola etichetta."
cgroup_L5_83f57274,GSE226005,C,"Il riferimento portava ""Hypoxia (senescent)"" contro ""Control (None)"" (descrittore su un lato solo), ora ""Hypoxia""/""Hypoxia (replicate)"" contro ""Vehicle Control"". L'etichetta non dice se i campioni siano gli stessi; nessuna delle due versioni e' verificabile."
cgroup_L5_83f57274,GSE244754,A,"Nel riferimento l'induttore era scritto su ENTRAMBI i lati (""auxin hypoxia"" contro ""auxin normoxia"", ""dox"" contro ""dox""); ora due coppie hanno ""NT"" sul solo controllo. Il nuovo run costruisce un'asimmetria che il vecchio non aveva."
cgroup_L5_83f57274,GSE245762,C,"Il nuovo run aggiunge ""U3034-MG Memory Hypoxia"" contro ""U3034-MG Normoxia"". L'etichetta non definisce ""Memory"": non si puo' dire se l'aggiunta sia un guadagno o un contrasto diverso, e non basta a farne un difetto (bracci appaiati per linea)."
cgroup_L5_83f57274,GSE269699,C,"Le due esecuzioni poolano lo STESSO confronto: il vecchio ne rendeva leggibile il difetto (Donor 1 contro Donor 2), il nuovo lo nasconde. Nessuna delle due assegnazioni e' migliore dell'altra; cambia solo la verificabilita'."
cgroup_L5_83f57274,GSE77307,C,"Stesse due linee; cambia solo il nome del controllo (""untreated"" invece di ""normoxia""), entrambi ammissibili nella classe dichiarata."
cgroup_L5_83f57274,GSE139233,B,"Uscito. Nel riferimento ""Hypoxia pH 6.0"" contro ""Normoxia pH 7.4"" faceva variare due cose insieme: toglierlo elimina un difetto leggibile."
cgroup_L5_83f57274,GSE151610,A,"Uscito. Nel riferimento due coppie pulite (""Hypoxia + Vector Control"" contro ""Vector Control + Normoxia"", ""Hypoxia Only"" contro ""Normoxia Only""): perdita netta."
cgroup_L5_83f57274,GSE176123,A,Uscito. Nel riferimento coppie appaiate anche nel tempo (40 minuti e 10 ore su entrambi i lati): perdita netta.
cgroup_L5_83f57274,GSE180467,A,"Uscito. Nel riferimento il donatore era tenuto costante (""HYP + DC (Donor A)"" contro ""NRX + DC (Donor A)""): era uno degli appaiamenti migliori del gruppo."
cgroup_L5_83f57274,GSE224973,A,"Uscito. Nel riferimento ""Hypoxia 24h""/""Hypoxia 6h"" contro le normossie allo stesso tempo: perdita netta."
cgroup_L5_83f57274,GSE228269,A,"Uscito. Nel riferimento il veicolo era costante sui due bracci (""HRMVEC vehicle hypoxia"" contro ""HRMVEC vehicle normoxia""): perdita netta."
cgroup_L5_83f57274,GSE233425,A,"Uscito. Nel riferimento genotipo costante (""Wild-type, hypoxia"" contro ""Wild-type, normoxia""): perdita netta."
cgroup_L5_83f57274,GSE267662,A,"Uscito. Nel riferimento ""Hypoxia-treated HUVEC"" contro ""Normal HUVEC"": stesso materiale, perdita netta."
cgroup_L5_83f57274,GSE70544,A,"Uscito. Nel riferimento ""Hypoxia Treated"" contro ""Control"": nessun difetto leggibile, perdita netta."
cgroup_L5_1d96b9da,GSE105160,C,Il riferimento fondeva i trattati in un braccio unico contro lo stesso mock trasfettato (nascondendo l'eventuale mescolanza); il nuovo li separa dichiarando la trasfezione su uno solo (rendendo visibile un'asimmetria). Nessuna delle due e' pulita: l'etichetta sorgente e' ambigua sulla modalita' di somministrazione.
cgroup_L5_1d96b9da,GSE109181,C,"Stesso contrasto con etichetta piu' esplicita (""Treated (poly(I:C))"" contro ""Control (vehicle)"")."
cgroup_L5_1d96b9da,GSE145639,A,Il riferimento aveva due coppie appaiate nel tempo (D14 e D5); ora resta solo D14. Perdita di un confronto pulito.
cgroup_L5_1d96b9da,GSE180881,A,"Il riferimento aveva tre coppie pulite (ECFC 24h, ECFC 4h, HUVEC 4h, ciascuna contro il proprio ""Media only"" allo stesso tempo); ora ne resta una."
cgroup_L5_1d96b9da,GSE189706,A,"Il riferimento poolava anche ""HEK293T-GFP-poly(I:C)"" contro ""HEK293T-GFP-untreated"", altrettanto pulito; ora resta solo il braccio N-protein."
cgroup_L5_1d96b9da,GSE213691,C,"Il controllo passa da ""Vehicle control 1"" a ""Vehicle control (none)"": differenza di sola scrittura."
cgroup_L5_1d96b9da,GSE213759,B,"ENTRATO con ""Calu3 Poly I:C 10h"" contro ""Calu3 Mock 10h"": appaiato per linea e tempo, il riferimento non lo poolava."
cgroup_L5_1d96b9da,GSE223543,C,"Stesse due coppie; nel riferimento l'etichetta portava anche ""72h"" su entrambi i lati. Nessun cambio di contrasto."
cgroup_L5_1d96b9da,GSE231686,C,"Il controllo passa da ""SLE Untreated and Unstimulated"" a ""SLE Case Control"": piu' opaco ma con ""SLE"" ancora scritto. L'etichetta non dice se il campione sia cambiato."
cgroup_L5_1d96b9da,GSE251809,C,"Stesse due coppie (trofoblasto corionico immortalizzato e cellule deciduali primarie, ciascuna col proprio controllo); cambia la formattazione."
cgroup_L5_c3ae78cd,GSE112057,C,"Il controllo passa da ""Healthy Control"" a ""Control"": differenza di sola scrittura."
cgroup_L5_c3ae78cd,GSE165512,B,"ENTRATO con due coppie appaiate per sede (""Colon CD"" contro ""Colon Healthy"", ""Ileum CD"" contro ""Ileum Healthy"") che il riferimento non poolava."
cgroup_L5_c3ae78cd,GSE193677,A,ENTRATO portando dentro la discordanza di sede (right colon contro transverse colon) che il riferimento non poolava affatto.
cgroup_L5_c3ae78cd,GSE261086,B,"Nel riferimento c'erano coppie con compartimento discordante (""Crohn's disease colon"" contro ""Normal colon wall"") e trattati che non dichiaravano la malattia (""Inflamed colon mucosa""); ora mucosa va con mucosa, parete con parete, e ogni trattato dichiara ""Crohn's disease""."
cgroup_L5_c3ae78cd,GSE83687,B,"ENTRATO con tre coppie appaiate per sede (left colon, ileum, small bowel, ciascuna contro il proprio controllo)."
cgroup_L5_c3ae78cd,GSE93624,C,"Il riferimento aveva una sola coppia, ora sei strati contro lo stesso controllo. Entrambe sono caso-controllo difendibili e le etichette per-rappresentante non dicono quale stratificazione sia quella voluta."
cgroup_L5_c3ae78cd,GSE117875,A,"Uscito. Nel riferimento ""Crohn's disease ileum adolescent"" contro ""Healthy ileum adolescent"": sede ed eta' appaiate, perdita netta."
cgroup_L5_c3ae78cd,GSE137344,A,"Uscito. Nel riferimento ""Crohn's Disease (Case)"" contro ""Healthy Control"": nessun difetto leggibile, perdita netta."
cgroup_L5_c3ae78cd,GSE139179,B,"Uscito. Nel riferimento ""Crohn's disease, ascending colon"" e ""...descending colon"" contro ""Healthy, sigmoid colon"": sede discordante fra i bracci, la stessa classe di difetto che resta in GSE193677. Toglierlo elimina un difetto."
cgroup_L5_c3ae78cd,GSE199906,A,"Uscito. Nel riferimento ""Crohn's Disease"" contro ""Healthy Control"": perdita netta."
cgroup_L5_c3ae78cd,GSE233900,A,"Uscito. Nel riferimento ""CD patient D681"" contro ""Healthy control B206"": caso-controllo regolare (soggetti diversi obbligatori), perdita netta."
cgroup_L5_479c6221,GSE180067,C,"Il controllo passa da ""A549 untreated"" a ""A549 negative control"": entrambi controlli non trattati della stessa linea, l'etichetta non permette di preferirne uno."
cgroup_L5_479c6221,GSE222376,C,"Stesse due coppie linea-per-linea, cambia la sola punteggiatura."
cgroup_L5_479c6221,GSE235704,B,"ENTRATO con ""NCI-H526 treated with GSK126"" contro ""NCI-H526 treated with DMSO"": coppia pulita che il riferimento non poolava."
cgroup_L5_479c6221,GSE240898,A,"Il riferimento aveva due coppie (A549 e H1944, ciascuna contro le proprie ""naive cells""); ora resta solo A549: perdita di un confronto della stessa qualita'."
cgroup_L5_479c6221,GSE247275,B,"ENTRATO con ""HPDEC + GSK126 (duplicate)"" contro ""HPDEC + DMSO"": stessa linea, veicolo appaiato."
cgroup_L5_479c6221,GSE183777,C,"Uscito. Nel riferimento ""Human bladder carcinoma + GSK126"" contro ""RT112 + DMSO"": il trattato e' descritto genericamente e il controllo per linea, quindi l'etichetta non dice se sia la stessa linea e non si puo' stabilire se toglierlo sia guadagno o perdita."
cgroup_L5_b5db4aff,GSE137702,B,"ENTRATO con ""BT-245 selinexor"" contro ""BT-245 control"": stessa linea, nessun difetto leggibile."
cgroup_L5_b5db4aff,GSE181003,A,"Il riferimento aveva due coppie pulite (MOLM-13 e OCIAML2, ciascuna col proprio DMSO); ora resta solo MOLM-13: perdita netta."
cgroup_L5_b5db4aff,GSE198000,A,"Il riferimento aveva sette coppie appaiate per linea, dose e tempo; ora ne restano sei (manca KP-MRT-NS 0.003 uM 24 ore). Nessun difetto corretto, un confronto pulito in meno."
cgroup_L5_522fa0c2,GSE138691,A,ENTRATO portando dentro il confronto con materiale discordante: il riferimento non lo poolava e quindi non aveva questo difetto.
cgroup_L5_522fa0c2,GSE52946,C,"Stesso contrasto con etichetta piu' esplicita su entrambi i lati (""untreated"" aggiunto a trattato e controllo)."
cgroup_L5_522fa0c2,GSE67196,B,"Il riferimento poolava tre confronti, due col descrittore ""(drug adapted)"" sul solo lato sALS; ora resta la sola coppia simmetrica ""sALS Cerebellum"" contro ""Healthy Cerebellum""."
cgroup_L5_d2c64672,GSE155452,C,"Il trattato perde la dose (""Romidepsin (25 ng/mL)"" diventa ""Romidepsin""), il controllo e' identico: differenza di sola annotazione."
cgroup_L5_d2c64672,GSE219065,B,"Aggiunge la coppia pulita ""PBMC Romidepsin Treated"" contro ""PBMC Vehicle Control"" accanto a quella su CTCL."
cgroup_L5_d2c64672,GSE223758,B,"Aggiunge ""LNCaP C4-2B + Romidepsin (1nM, 24h)"" contro ""LNCaP C4-2B + vehicle (24h)"", appaiata per linea e tempo."
cgroup_L5_b0066299,GSE185309,C,"Il controllo perde la precisazione ""(no treatment)"" ma resta ""Healthy control keratinocytes"": differenza di sola scrittura, il contrasto e' identico."
cgroup_L5_a3f0c959,GSE147816,A,"Il riferimento aveva due coppie esplicitamente appaiate nel tempo (1h contro 60 min, 6h contro 6h); ora resta una sola coppia e il controllo perde il tempo. Si perde un confronto pulito e l'informazione che ne permetteva la verifica."
cgroup_L5_24ae0579,GSE217421,B,"Nel riferimento c'erano ""Epirubicin-treated MSN01 cardiac myocytes"" e ""...MSN05..."" contro un generico ""DMSO-treated cardiac myocytes"", cioe' la linea dichiarata sul solo trattato; ora resta la sola coppia simmetrica."
cgroup_L5_24ae0579,GSE217423,C,"Il trattato perde dose e tempo (""Epirubicin 2uM for 48 hours"" diventa ""Epirubicin""): differenza di sola annotazione."
cgroup_L5_5e0c0fae,GSE206130,B,"Il riferimento aveva un solo confronto; ora quattro, ciascuno con il controllo della PROPRIA linea (HDML-2, KARPAS 1106P, L-428, cellule primarie): guadagno di confronti appaiati."
cgroup_L5_5e0c0fae,GSE217423,C,"Il trattato perde dose e tempo (""Rituximab 3uM for 48 hours"" diventa ""Rituximab""): differenza di sola annotazione."
cgroup_L5_5e0c0fae,GSE217421,A,"Uscito da qui pur restando in 25 altre chiavi di composto. Nel riferimento portava ""Rituximab-treated cardiac myocytes"" contro ""DMSO-treated cardiac myocytes"" - due coppie simmetriche (la terza, ""(donor 1)"" contro un controllo generico, era invece asimmetrica). Il saldo e' una perdita di appaiamenti corretti proprio dal gruppo del composto che lo studio ha davvero somministrato."
cgroup_L5_3b91a21d,GSE162960,C,"Il riferimento aveva un confronto, ora due (Sample 1 e Sample 2) contro lo stesso controllo dello stesso donatore. L'etichetta non dice se i due campioni siano repliche dello stesso pezzo o lesioni distinte: entrambe le costruzioni sono difendibili."
cgroup_L5_3b91a21d,GSE186145,C,"Ora entrano i donatori D2 e D1, nel riferimento erano D1 e D3, tutti contro lo stesso pool di normale adiacente. L'etichetta non permette di dire quale coppia di donatori sia quella giusta."
cgroup_L5_3b91a21d,GSE147493,C,"Uscito. Nel riferimento ""M1 oligo Metastasis"" contro ""M0 oligo"": le sigle non dicono cosa distingua i due bracci, non si puo' stabilire se toglierlo sia guadagno o perdita."
cgroup_L5_3b91a21d,GSE159851,A,"Uscito. Nel riferimento ""Endothelial cells from brain adenocarcinoma metastasis"" contro ""Healthy endothelial cells (control)"": stesso tipo cellulare sui due bracci, perdita netta."
cgroup_L5_3b91a21d,GSE256492,A,"Uscito. Nel riferimento ""Endothelial cells from brain metastasis patients"" contro ""Healthy control endothelial cells"": stesso tipo cellulare, perdita netta, e con essa il gruppo scende a tre studi."
cgroup_L5_70f8671b,GSE148389,C,"ENTRATO con un caso-controllo di per se' difendibile, ma il controllo ""Healthy Brain (Age 14)"" compare due volte con composizione diversa (n=6 e n=42): l'etichetta non identifica l'insieme dei campioni, quindi non posso preferire l'assegnazione nuova a quella vecchia (non poolato)."
cgroup_L5_70f8671b,GSE189919,C,"ENTRATO con cinque confronti in cui il controllo dichiara materiale e protocollo (""Normal CSF without RNA extraction"") e il trattato tace, e con un braccio ""Pooled"" accanto ai pazienti singoli. L'etichetta non basta ne' per dire che l'assegnazione nuova sbagli ne' per dire che azzecchi."
cgroup_L5_70f8671b,GSE203174,B,"ENTRATO con ""Medulloblastoma C17466""/""C138498"" contro ""Normal Cerebellum A508112"": stessa sede sui due bracci, caso-controllo pulito che il riferimento non poolava."
cgroup_L5_b71a25a2,GSE236168,A,"Entrato ora e porta l'unico difetto del gruppo: il riferimento non poolava questo studio, il nuovo pool­a un confronto in combinazione ('JQ1 + compound 3b ...' contro 'DMSO (48h)')."
cgroup_L5_b71a25a2,GSE219191,A,"Uscito. Nel riferimento era 'MDA-MB-231 treated with JQ1 (2)' vs 'MDA-MB-231 treated with DMSO': stessa linea sui due bracci, confronto pulito, perso per omissione."
cgroup_L5_b71a25a2,GSE211468,C,"CORREGGO il lettore (che diceva B): l'etichetta 'JQ1 5 days, 4 hours' vs 'DMSO 4 hours' NON prova tempi disallineati — '4 hours' sta su tutti e due i bracci, e nello stesso gruppo il lettore accetta come pulito 'Colon Organoid Polyp JQ1 500 nM 24h' contro un controllo senza alcun tempo. Cosa significhi '5 days' accanto a '4 hours' l'etichetta non lo dice: non e' un guadagno, ed e' indecidibile se sia una perdita netta."
cgroup_L5_b71a25a2,GSE78801,B,"Uscita giusta, ma per la SEDE: 'DIPG primary culture pons ... JQ1' contro 'DIPG primary culture brain ... DMSO' su tutte e quattro le coppie. Il genotipo H3.1K27M asimmetrico vale 3 coppie su 4 (la coppia a 3h non lo porta)."
cgroup_L5_b71a25a2,GSE266389,C,Uscito verso CHEBI:230500. 'JQ1 1uM 16h' vs 'DMSO 0.1% 16h' e' pulito e appaiato in entrambe le esecuzioni; l'etichetta non dice se CHEBI:230500 sia una seconda scheda della stessa molecola (frammentazione) o un'altra entita'.
cgroup_L5_b71a25a2,GSE210196,B,"Guadagno di copertura reale su SY01 ('SY01 + JQ1' vs 'SY01 + DMSO'), che il riferimento non poolava. Con la riserva che le due voci SY01 sono identiche parola per parola e condividono lo stesso controllo n=3: e' una coppia nuova, contata due volte."
cgroup_L5_b71a25a2,GSE74324,B,"Il nuovo aggiunge la coppia 'IMR90 proliferating pWZL-Hygro shRen JQ1' vs '... shRen DMSO': stato proliferativo appaiato su entrambi i bracci, come la coppia senescente gia' presente."
cgroup_L5_b71a25a2,GSE113604,C,"3 coppie ora, 4 nel riferimento (manca 'RD-ES + JQ1' vs 'RD-ES + DMSO'). Tutte pulite in entrambe: differenza di sola copertura."
cgroup_L5_b71a25a2,GSE118548,C,Stesso contrasto 'JQ1' vs 'DMSO'; nel riferimento l'etichetta portava il numero di repliche. Differenza redazionale.
cgroup_L5_b71a25a2,GSE123285,C,Due voci con etichette identiche e stesso n contro una sola nel riferimento: dalle etichette non si decide se siano insiemi distinti o lo stesso confronto contato due volte.
cgroup_L5_b71a25a2,GSE130313,C,"Stessi due contrasti stratificati (Diffuse SSc e Healthy control, ciascuno col proprio non trattato); cambia la sola grafia."
cgroup_L5_b71a25a2,GSE147876,C,"Spostato: prima i contrasti enzalutamide, ora quello JQ1 ('MR42D Enzalutamide-resistant JQ1' vs '... Vehicle'), col fondo resistente su entrambi i bracci. Confronti diversi dello stesso studio, entrambi appaiati."
cgroup_L5_b71a25a2,GSE158552,C,"Entrato. Il contrasto JQ1 vs DMSO in HepG2 e' pertinente, ma il trattato dichiara '(differentiated)' e il controllo occupa la parentesi col ruolo: l'etichetta non stabilisce se l'ingresso sia guadagno o materiale disallineato."
cgroup_L5_b71a25a2,GSE192903,C,"Stesso contrasto, etichetta ora piu' ricca ('... for 24 hours' su entrambi i bracci)."
cgroup_L5_b71a25a2,GSE210101,C,Stesso contrasto col fondo NEUROD1 KO su entrambi i bracci; cambia la sola punteggiatura.
cgroup_L5_b71a25a2,GSE235031,C,"Stesso contrasto, sola riscrittura ('HeLa Cells treated with JQ1 (1 uM)' vs 'HeLa Cells in drug-free medium')."
cgroup_L5_b71a25a2,GSE239585,C,"Stessi due contrasti, con SARS-CoV-2 su entrambi i bracci nella coppia infetta: sola riscrittura."
cgroup_L5_b71a25a2,GSE244754,C,"Spostato: prima i contrasti ipossia/normossia, ora 'DLD-1 BRD4_AID jq1 normoxia' vs 'DLD-1 BRD4_AID NT normoxia' (fondo e ossigenazione identici sui due bracci). Entrambe le assegnazioni difendibili."
cgroup_L5_b71a25a2,GSE255300,C,"Stessi tre contrasti (Polyp, Mucosa, HPCEC), ciascuno col proprio DMSO; cambia 'HPCEC Colon' in 'HPCEC'."
cgroup_L5_b71a25a2,GSE55922,C,Stesso contrasto; il nuovo perde la linea nell'etichetta. Nessun disallineamento leggibile in nessuna delle due.
cgroup_L5_b71a25a2,GSE80153,C,Stessi tre contrasti a 4h/8h/24h contro lo stesso DMSO; sola riscrittura.
cgroup_L5_b71a25a2,GSE81405,C,Stesso contrasto CAF trattate vs CAF DMSO; il nuovo perde la dose. Nessun effetto sull'appaiamento.
cgroup_L5_be15b706,GSE202866,C,"Il controllo passa da 'Vehicle Control 1' a 'Vehicle Control 2'. Sono due controlli veicolo dello stesso studio, cioe' controlli dello stesso tipo: entrambe le assegnazioni sono pulite e l'etichetta non dice quale sia il compagno canonico."
cgroup_L5_be15b706,GSE116927,C,"Stesso contrasto IL-13 vs veicolo. Il riferimento aveva etichette nude ('IL13' vs 'Vehicle'), il nuovo aggiunge i descrittori 'tissue'/'epithelia': nessuna delle due versioni e' resa sbagliata dall'etichetta."
