cluster_id,verdetto_lettore,verdetto_finale,contestato,gse_accusati,motivo
cgroup_L5_efced505,dubbio,dubbio,False,GSE114686;GSE203395;GSE59066,"Confermato come dubbio, calibrazione corretta. GSE59066 etichetta '[Malattia] Stage IV Sutent Treated' vs '[Malattia] Stage IV Untreated' con stadio APPAIATO tra i bracci (a differenza del caso HCMV/GSE203395 dove le etichette tradivano chiaramente un trial clinico) — la struttura ricalca esattamente la convenzione paired delle altre 8 fonti sperimentali del gruppo (es. GSE114686 'Sunitinib X uM Yh' vs 'DMSO X uM Yh'), suggerendo piu' probabilmente un modello PDX/xenograft con stadio ereditato dal donatore che sorveglianza clinica vera. Resta pero' non verificabile con certezza dal solo testo: il dubbio dichiarato e' la risposta corretta, non un verdetto netto in nessuna delle due direzioni."
cgroup_L5_12212e41,incoerente,incoerente,True,GSE138614;GSE168527;GSE173789;GSE180760,"Verdetto confermato ma MOTIVAZIONE CORRETTA: il revisore cita dettagli ('snRNA-seq di oligodendrociti/sostanza bianca cerebrale') non letteralmente presenti nelle etichette mostrate in questo file (che dicono solo 'MS1'..'MS9', 'MS3_NAWM', 'C1_Control'). L'evidenza che REGGE sul testo e' diversa ma altrettanto solida: il termine 'NAWM' (Normal Appearing White Matter) nell'etichetta 'MS3_NAWM' di GSE138614 e' terminologia neuropatologica SNC inequivocabile, e le tre fonti indicate dal revisore sono esplicitamente sottopopolazioni immunitarie circolanti ('KIR- CD8 T', 'CD19+ B cells from ... patients', 'Monocyte derived dendritic cells' — GSE168527, GSE173789, GSE180760). Il gruppo resta incoerente per incompatibilita' di materiale (tessuto SNC vs cellule immunitarie circolanti), ma sulla base delle etichette effettivamente citabili, non del dettaglio tecnico extra-testuale del revisore."
cgroup_L5_2ec87595,incoerente,incoerente,False,GSE102677;GSE133087;GSE185624,"Confermato riga per riga sulle tre fonti citate. GSE102677: la riga 'PBMC + Metformin + MtbLysate' vs 'PBMC + Unstimulated' ha un secondo agente (lisato di M. tuberculosis) assente dal controllo — nello stesso GSE esiste anche una riga 'Metformin' pulita, ma quella combo contamina l'entita'. GSE185624: 'XRT plus Metformin' vs 'Untreated Control' include radioterapia non presente nel controllo. GSE133087: verificate tutte le 5 righe, 2 hanno stadio di differenziamento disallineato tra bracci esattamente come citato dal revisore ('Pancreatic Beta-like cells, Metformin' vs 'Endocrine Progenitor, Untreated'; 'Pancreatic Progenitor, Metformin' vs 'pluripotent stem cells, Untreated'), le altre 3 righe dello stesso GSE sono invece appaiate correttamente per stadio — precisazione utile ma che non cambia la conclusione: il gruppo resta incoerente."
cgroup_L5_35d1be10,incoerente,incoerente,False,GSE111009,"Confermato sulle etichette: in GSE111009 i due confronti 'MCF10A_p63shRNA_Nutlin3A_5uM' (e la replica '_rep') hanno controllo 'MCF10A_DMSO' senza il tag p63shRNA, mentre lo stesso studio mostra che quando la genetica va appaiata correttamente lo fa (il paio p53shRNA a riga 20-22 ha controllo 'MCF10A_p53shRNA_DMSO' con lo shRNA presente su entrambi i bracci) — la differenza fra i due trattamenti dimostra che l'omissione sul braccio p63shRNA non e' casuale ma un vero difetto di appaiamento (il delta include perdita di p63, non solo Nutlin-3a). Nota numerica: il gruppo ha 28 confronti totali (non 26 come scritto), quindi i 'puliti' sono 26 non 24 — correzione aritmetica minore che non cambia il verdetto."
cgroup_L5_41f7b088,coerente,coerente,False,GSE186341,"Ricontrollate tutte le 30 righe: nessuna combinazione con un secondo agente, nessun tag genetico presente solo su un braccio, nessun controllo non-controllo. I molti bracci di GSE186341 sono appaiati per linea (AsPC-1, EFO-21, HCC1143, HF2597, HSTS, KRJ1, LNCaP, NCI-H1793, PANC-1, U87_MG) ciascuno col proprio DMSO/untreated della stessa linea; le differenze DMSO-vs-UNTREATED fra bracci diversi sono solo variazione di stile di etichetta, non un secondo trattamento attivo. Nessuna prova di incoerenza trovata; verdetto confermato."
cgroup_L5_dde29fb4,coerente,coerente,False,GSE225095;GSE227554,"Verificato il controllo del revisore su MCF7_SRXN1 (SRXN1 presente su entrambi i bracci in GSE227554): corretto. Punto residuo non segnalato dal revisore, controllato ma non decisivo: in GSE225095 'IMR90 replicative exhaustion cells (H2O2)' vs 'IMR90 proliferating cells (vehicle)' — 'replicative exhaustion' descrive tipicamente senescenza da esaurimento replicativo (non chimica), e il tag '(H2O2)' potrebbe essere un'annotazione di risoluzione entita' piuttosto che il trattamento originale GEO. Non ho pero' modo di provarlo sulla sola etichetta (lo stile a parentesi e' unico di questo studio, plausibilmente il titolo GEO originale) e il resto del gruppo (14/16 confronti) e' pulito H2O2 vs veicolo appaiato per linea. Non abbastanza per ribaltare: verdetto confermato con riserva dichiarata su questo punto per una rilettura futura."
cgroup_L5_f97e50de,coerente,coerente,False,GSE214715;GSE239666,"Ricontrollate tutte le 34 righe: i background genetici (fusioni ROS1 in GSE214715: TPM3-ROS1, CD74-ROS1) sono presenti su entrambi i bracci di ogni confronto; nessuna combinazione con secondo agente; nessun controllo invalido. I bracci di GSE239666 con etichetta duplicata ('different/another agent ID') sono chiaramente un disambiguatore per campioni con testo identico, non un secondo trattamento. Nessuna prova di incoerenza trovata; verdetto confermato."
cgroup_L5_2987cdb6,coerente,dubbio,True,GSE114686;GSE249721,"Il revisore aveva gia' notato l'asimmetria di durata in GSE249721 ma l'ha liquidata come 'convenzione di etichettatura'. Guardando le 15 righe di quello studio (43% del gruppo): il controllo NON riporta MAI la durata ('H3255 + DMSO', 'HCC4006 + DMSO', 'PC9 + DMSO'), mentre il trattato la riporta sempre e copre un intervallo enorme — 24h, 7 giorni, 21 giorni, 75 giorni nello stesso studio con la stessa etichetta di controllo riusata. Il conteggio n del controllo e' sospettosamente identico attraverso trattati di durata molto diversa (PC9: n=2 ripetuto su tutti e 8 i bracci da 24h a 75 giorni; HCC4006: n=3 ripetuto su tutti e 4 i bracci da 24h a 21 giorni) — pattern compatibile con un unico pool di controllo riferimento (es. 'giorno 0') usato sia per la risposta acuta al farmaco sia per lo stato di cellule persistenti/resistenti evolute dopo settimane, due biologie diverse sotto lo stesso contrasto. Il confronto con GSE114686 nello stesso gruppo, dove durata trattato e controllo SONO sempre appaiate esplicitamente (6h/24h/168h su entrambi i bracci), rende GSE249721 un'anomalia interna, non lo standard del gruppo. Non ho pero' le date di raccolta reali per provarlo con certezza (potrebbe essere un controllo 'vehicle' stabile riusato legittimamente, prassi nota negli studi di evoluzione della resistenza) — quindi non lo marco incoerente ma dichiaro il dubbio, che il revisore aveva individuato ma chiuso troppo in fretta."
cgroup_L5_3ec58cd6,incoerente,incoerente,False,GSE205668;GSE95243,"Confermato su entrambi i punti citati. GSE95243 'Obese/Control Hypothalamus Neuron (iPSC)' e' un modello sperimentale in vitro da iPSC contro i campioni clinici (sangue/tessuto) del resto del gruppo — stesso pattern clinico-vs-sperimentale gia' documentato altrove nel corpus. GSE205668 accoppia eta' incompatibili: 'Obese (Age ~14)' vs 'Normal Weight (Age ~0.5)' e' un salto adolescente-vs-lattante indifendibile anche in un disegno caso-controllo di malattia; anche 'Age ~18' vs 'Age ~13' e' un divario non banale in pediatria. Unica nota: il campo meccanismo scritto ('1' per entrambi) descrive bene GSE95243 ma non GSE205668, che e' piu' propriamente un mismatch di donatore/eta' non appaiato (affine al meccanismo 9) — correzione di etichettatura, non del verdetto."
cgroup_L5_46a3a103,incoerente,incoerente,False,GSE195919;GSE196453;GSE222658;GSE222992;GSE242108;GSE242706;GSE262746,"Confermato esattamente: in GSE195919, 3 dei 6 confronti hanno il trattato con '+ LCL-521' aggiunto (righe 512-514, 515-517, 524-526) confrontato contro lo stesso controllo 'Untreated, parental/mitotic' usato anche per la radiazione da sola — la combinazione non ha un controllo proprio, quindi il delta include LCL-521 oltre alla radiazione. Il resto del gruppo (GSE196453, GSE222658, GSE222992, GSE242108, GSE242706, GSE262746, piu' i 3 confronti radiazione-sola di GSE195919) e' pulito e appaiato, inclusi i 4 confronti di GSE242706 dove la durata (6h/7d) e' appaiata su entrambi i bracci. Nota numerica minore: il totale del gruppo e' 19 confronti, quindi 'altri 13' andrebbe letto come 13 (studi diversi da GSE195919) + 3 (GSE195919 radiazione-sola) = 16 puliti, non 13 — correzione aritmetica che non cambia il verdetto."
cgroup_L5_4753688f,dubbio,dubbio,False,GSE126517;GSE155272;GSE243454;GSE247777;GSE80365;GSE80366,"Confermato: il pattern e' reale ma non sistematico. Il tag 'p53mut' compare solo su 'PR-A + R5020 6h p53mut' e 'PR-B + R5020 48h p53mut' (righe 583-585, 586-588), non sui corrispondenti 'PR-A 48h' e 'PR-B 6h' (righe 580-582, 589-591) — una distribuzione incrociata (ne' per tempo ne' per isoforma) che e' piu' compatibile con un'omissione di etichetta sul controllo che con un vero mismatch genetico presente solo su meta' delle combinazioni. Ricontrollato anche il resto del gruppo (GSE126517, GSE155272, GSE243454 con tag 'Engineered' appaiato su entrambi i bracci, GSE247777, GSE80365, GSE80366): pulito. Il dubbio dichiarato dal revisore regge, nessuna prova ne' a favore ne' contro sufficiente a risolverlo definitivamente."
cgroup_L5_7805eee6,incoerente,incoerente,False,GSE154311;GSE164332;GSE183533;GSE189199;GSE190496,"Confermato e ben supportato, anzi il piu' solido del blocco: i confronti vengono da compartimenti anatomici radicalmente diversi esplicitamente nominati nelle etichette stesse — neutrofili di sangue (GSE154311 'CD16High/Int COVID-19' vs 'Normal Density Neutrophils Healthy'), corteccia frontale (GSE164332 'COVID-19 Frontal Cortex' x4 varianti vs 'Control Frontal Cortex 1/2'), tessuto polmonare/BAL (GSE183533, GSE190496), linfonodo (GSE189199 'COVID-19 lymph node' vs 'Healthy lymph node'). Non e' un solo studio intruso: praticamente ogni studio del gruppo campiona un tessuto diverso, quindi l'incoerenza materiale e' strutturale al gruppo, non un'eccezione isolata. Verdetto confermato senza riserve."
cgroup_L5_79a73ac5,incoerente,incoerente,False,GSE113210;GSE197143,"Confermato su entrambi i punti. GSE113210 'influenza at AV' vs 'Control CV' usa sigle di visita clinica (coerente con la nota storica del progetto su questo stesso studio), mentre gli altri 6 studi sono tutti infezione sperimentale (mock/PBS) in vitro o animale. GSE197143 'Influenza B 48hpi' vs 'Mock 48hpi': l'etichetta dichiara esplicitamente Influenza B, non Influenza A — l'entita' del gruppo e' NCBITaxon:11320 (Influenza A virus), quindi e' un patogeno sbagliato (meccanismo 8), correttamente scoperto dal revisore come secondo studio intruso non presente nel verdetto precedente. Unica nota: il campo meccanismo scritto ('1') copre solo GSE113210, non GSE197143 che e' un caso di entita' sbagliata (8) — correzione di etichettatura, non del verdetto, che resta incoerente."
cgroup_L5_889ec305,incoerente,incoerente,True,GSE104178;GSE157086;GSE164541;GSE189212;GSE205787;GSE216561;GSE93904,"Verdetto confermato ma motivo corretto/ristretto alla prova verificabile. Prova solida: dentro GSE205787 una riga appaia letteralmente 'CRC whole tissues (untreated)' (TRATTATO, tessuto vero) contro 'Normal colorectal epithelial stem cell spheroids (untreated)' (CONTROLLO, organoide coltivato) — mismatch di materiale nello STESSO confronto (mecc. 6). Inoltre GSE189212 e la maggioranza di GSE205787 usano spheroid mentre GSE104178 ('Tissue') e GSE164541 ('Normal colon epithelium') usano esplicitamente tessuto/epitelio diretto: eterogeneita' di materiale reale tra studi dello stesso gruppo. Lo studio piu' pesante (~35%) e' verosimilmente GSE205787, che porta al suo interno sia il mismatch diretto sia il materiale spheroid, quindi il peso dell'errore non e' trascurabile. CORREZIONE: la parte del motivo del revisore su GSE216561 ('Healthy Donor probabilmente sangue/PBMC') e' pura speculazione non verificabile dall'etichetta e va scartata; medesimamente l'affermazione che GSE157086/GSE93904 userebbero 'tessuto bioptico diretto' non e' supportata dalle loro etichette ('Colorectal Cancer' vs 'Healthy Control'/'Control unspecified'), che non specificano affatto il materiale. NB: il mismatch patient1/patient2 in GSE164541 (CRC patient2 vs Normal colon epithelium patient1) NON e' un difetto: e' un disegno caso-controllo di malattia dove soggetti diversi sono obbligatori."
cgroup_L5_ba4af011,coerente,dubbio,True,GSE232305;GSE236331,"Il revisore ha controllato bene i punti piu' vistosi (i controlli genotipo-appaiati in GSE236331 per MCF10A WT/IL1R1-KO/IL1RAP-KO sono correttamente pairati; il 'solvent' come controllo dell'irradiazione in GSE232305 non introduce un secondo agente nel trattato) ma ha mancato una riga interna a GSE232305: 'TRATTATO: irradiation (P53 Null)' (n=1) e' confrontato contro lo stesso pool 'CONTROLLO: solvent' (n=6) usato anche per l'irradiazione non-KO, senza che l'etichetta del controllo specifichi il background P53 Null. E' esattamente il pattern mecc. 9 (modificatore genetico su un solo braccio) gia' riconosciuto in questo blocco per IL22-TGFlo. Il peso e' minimo (n=1 campione su Kish 5,6/7 studi efficaci, non e' lo studio piu' pesante al 21%) quindi non basta per ribaltare a incoerente, ma resta un'ambiguita' reale non risolvibile dalla sola etichetta, non menzionata dal revisore."
cgroup_L5_bb8cb388,coerente,coerente,False,GSE153740,"Verificato riga per riga: tutti i confronti sono endometriosi-vs-sano, appaiati per compartimento anatomico quando l'etichetta lo specifica (GSE153740: 'Eutopic endometrium' su entrambi i bracci). Nessun reagente estraneo, nessuna combinazione, nessuna incongruenza di materiale rilevabile dal testo delle etichette. Disegno caso-controllo di malattia legittimo (soggetti diversi tra bracci sono attesi, non un difetto). Nessuna prova contraria trovata."
cgroup_L5_c5e86fe9,incoerente,incoerente,False,GSE165548;GSE165585;GSE188717,"Confermato integralmente. GSE165548 'Olaparib + Radiotherapy' vs 'Control - No irradiation - No treatment' e' una combinazione letterale non isolata (mecc. 7): il braccio trattato riceve due interventi, il controllo nessuno. Pesa 4 righe su 12 (coerente con 'piu pesante: 44%' del pool). Le altre 8 righe (A2780, CAFs, GSE165585, GSE188717, LNCaP, HCT116) sono tutte olaparib-vs-DMSO/vehicle pulite, come riportato."
cgroup_L5_d7ad915e,coerente,coerente,False,,"Verificato riga per riga: ogni confronto e' VPA-vs-vehicle/untreated appaiato DENTRO lo stesso tipo cellulare/organoide/donatore (neuroni-vs-neuroni, U1M-vs-U1M, U2F-vs-U2F, fibroblasti-vs-fibroblasti, PBMC-vs-PBMC, organoidi cerebrali VPA200/400uM-vs-vehicle degli stessi organoidi). L'eterogeneita' di materiale e' TRA studi (atteso in una meta-analisi cross-studio) non DENTRO lo stesso confronto, quindi non e' il pattern mecc. 6. Nessuna combinazione, nessun controllo improprio."
cgroup_L5_dc7451b1,incoerente,incoerente,False,GSE172544;GSE234615,"Confermato integralmente. GSE172544 tratta con un cocktail esplicito di 4 composti ('GSK2869552, EPZ5676, NMDA, Bay K 8644') contro il solo DMSO — combinazione non catturata, lettura esatta e letterale dell'etichetta (mecc. 7). Tutte le altre righe (RS411, WM989, Y79, MDA-MB-468, SEM, HCT116/+shNELFE) sono pinometostat/EPZ5676-vs-DMSO pulite e con modificatori genetici correttamente appaiati (es. shNELFE su entrambi i bracci in GSE234615)."
cgroup_L5_1bbf4b9b,incoerente,incoerente,False,GSE121445;GSE142000;GSE172032;GSE174237;GSE184336;GSE46597,"Confermato. GSE46597 'Gastric cancer stem cell' vs 'Differentiated cell' non e' dichiarato come tessuto normale/sano: nella letteratura sulle cellule staminali tumorali 'differentiated cell' indica la controparte differenziata DENTRO la stessa popolazione neoplastica, non un controllo sano (mecc. 5). Gli altri 5 studi (GSE121445, GSE142000, GSE172032, GSE174237, GSE184336) sono tutti tumore-vs-tessuto-adiacente-normale/matched, disegno caso-controllo pulito e verificabile dalle etichette."
cgroup_L5_29cb04f8,incoerente,incoerente,False,GSE145356;GSE157300;GSE180146;GSE193865;GSE264144;GSE267150,"Confermato. 'GSE145356: 5-FU/LV treated vs DMSO control' — 'LV' e' la sigla standard oncologica per leucovorin (acido folinico), sempre associato al 5-FU nei regimi FOLFOX/FOLFIRI; il controllo e' solo DMSO, quindi la combinazione non e' isolata (mecc. 7). Le altre 5 righe/studi (GSE157300, GSE180146, GSE193865, GSE264144, GSE267150) sono 5-FU-vs-DMSO/PBS/mock pulite, con background genetico appaiato dove presente (GSE267150 mantiene MDM2 W329G su entrambi i bracci)."
cgroup_L5_2ab433c8,dubbio,dubbio,False,GSE119047;GSE149262;GSE190634;GSE243230,"Confermato. Riverificate tutte le altre 9 righe: tempo appaiato (GSE243230: 12h-vs-12h, 24h-vs-24h, ecc.), donatore appaiato (GSE190634: Donor 1 su entrambi i bracci), linea/background appaiato (GSE149262: DLD-1 KRAS WT su entrambi). Solo GSE119047 'IL22 TGFlo' vs 'PBS' resta irrisolvibile dalla sola etichetta (il modificatore TGFlo non e' specchiato nel controllo). Il revisore ha gia' pesato correttamente l'impatto (2 righe su 11) e dichiarato l'incertezza invece di forzare un verdetto: giudizio ben calibrato, nessuna correzione necessaria."
cgroup_L5_3824dc37,coerente,coerente,False,GSE147304;GSE212741,"Verificato riga per riga: tutte le 7 righe sono NASH-vs-sano/controllo su materiale epatico (esplicito in GSE147304 'Liver Tissue'/GSE212741 'Liver cells', implicito nelle altre dato che l'entita' stessa NASH e' definita come patologia epatica). Nessun reagente, nessuna combinazione, nessun controllo improprio rilevabile dal testo. Disegno caso-controllo di malattia legittimo."
cgroup_L5_3b91a21d,incoerente,incoerente,False,GSE147493;GSE159851;GSE162960;GSE221240;GSE256492,"Confermato sulle etichette, ma con motivazione corretta: GSE159851 e GSE256492 isolano cellule endoteliali del microambiente ('Endothelial cells from brain adenocarcinoma/brain metastasis patients' vs 'Healthy endothelial cells'), materiale diverso dal tessuto tumorale intero usato negli altri 4 confronti (mecc.6, non mecc.2 come primario). GSE147493 appaia 'M1 oligo Metastasis' vs 'M0 oligo': e' stadiazione malattia-avanzata-vs-meno-avanzata fra pazienti oligometastatici, non tumore-vs-sano; il controllo non e' un tessuto sano (mecc.5). L'affermazione del revisore su 'tumori primari diversi (colon->fegato)' NON e' supportata dalle etichette (nessuna origine colica dichiarata in GSE162960/GSE221240, solo 'Liver metastasis' generico) e va scartata come dettaglio inventato, ma i due meccanismi verificati (materiale endoteliale + stadiazione-non-sano) bastano da soli a reggere il verdetto incoerente."
cgroup_L5_4f4d9051,coerente,coerente,False,GSE132958,"Confermato: tutti gli 11 confronti sono TNF-alfa aggiunto vs controllo comparabile (vehicle/DMSO/media control/untreated) sullo stesso tipo cellulare in ciascun braccio, nessuna genetica disallineata. Controllato specificamente GSE132958 ('TNF-alpha stimulated' vs 'Nontargeting control'): 'nontargeting' e' compatibile con un background sgRNA/siRNA tenuto costante fra i due bracci, non un secondo trattamento nascosto — nessuna prova nell'etichetta che smentisca la coerenza."
cgroup_L5_63e69fdc,coerente,coerente,False,GSE203206;GSE95587,"Confermato: tutti i confronti sono pazienti Alzheimer vs controllo sano, disegno caso-controllo di malattia legittimo (soggetti/donatori diversi fra bracci sono attesi, non un difetto). Nessuna etichetta indica materiale incompatibile (linea cellulare, plasma, organoide) o una malattia diversa infilata nel gruppo. I controlli riusati piu' volte (GSE95587: un donatore AD contro 4 controlli distinti; GSE203206: 3 soggetti AD contro lo stesso controllo) sono un pattern di baseline condivisa gia' visto altrove nel corpus, non una prova di incoerenza."
cgroup_L5_7784bb43,incoerente,incoerente,False,GSE130580;GSE156067;GSE193812;GSE226146,"Confermato sulle etichette: GSE130580 usa cellule T helper isolate (sangue/immune), GSE193812 tessuto adiposo/cellule staminali adipose, GSE226146 endometrio in fase secretoria — tre compartimenti anatomici fra loro incompatibili sotto lo stesso nome di malattia (mecc.6). Anche GSE156067 ('PCOS Day 3/7/12') indica probabilmente un ulteriore materiale/disegno distinto (verosimile cumulo ovarico/ciclo), che rafforza il quadro. Le etichette confermano esattamente i tre studi citati come intrusi materiali."
cgroup_L5_79ce3bd1,coerente,coerente,False,GSE156038;GSE244305,"Confermato: bleomicina vs veicolo/DMSO/controllo non trattato in ogni braccio, incluso il knockout ANT1 (GSE244305) confrontato correttamente col proprio veicolo KO — background genetico tenuto costante fra trattato e controllo. Nessun materiale dichiarato incompatibile fra i due bracci di uno stesso confronto (la dicitura '(prostate)' in GSE156038 non basta a provare un mismatch, perche' l'altra riga dello stesso studio non specifica tessuto e potrebbe essere la stessa origine)."
cgroup_L5_b2affd22,dubbio,dubbio,False,GSE79782,"Confermato il dubbio: GSE79782 (4 confronti) usa sistematicamente '(Amnion)' su entrambi i bracci — internamente ben appaiato, ma materialmente diverso dal parenchima placentare/biopsia placentare usato negli altri 5 studi. Amnio e placenta sono tessuti della stessa unita' feto-placentare ma istologicamente distinti (epitelio amniotico vs trofoblasto/villi): caso non abbastanza netto da mecc.6 pieno (a differenza di sangue-vs-tessuto-solido visto in altri gruppi), non abbastanza trascurabile da ignorare. Il dubbio dichiarato dal revisore regge meglio di un verdetto netto in un senso o nell'altro."
cgroup_L5_c054e202,coerente,coerente,False,GSE184427;GSE236742,"Confermato: rapamicina vs veicolo/DMSO/PBS/non trattato in ogni braccio; i background genetici (TSC1-null in GSE236742, le singole linee xenograft LuCaP in GSE184427) sono tenuti costanti fra trattato e controllo in ciascun confronto. Nessun controllo spaiato o materiale incompatibile trovato leggendo etichetta per etichetta."
cgroup_L5_004d293d,coerente,incoerente,True,GSE186341;GSE237413,"Il revisore ha mancato un'intrusione reale: in GSE237413 due confronti su tre ('Lapatinib-treated Senescent SKBR3' n=1vs3 e la sua replica n=4vs3) sono appaiati contro 'Untreated SKBR3' — ESATTAMENTE la stessa etichetta di controllo gia' usata per il confronto lapatinib-non-senescente dello stesso studio, senza alcun qualificatore 'Senescent' sul lato controllo. Lo stato di senescenza e' presente nel trattato ma non dichiarato nel controllo: quei due confronti misurano l'effetto combinato di lapatinib+senescenza contro una baseline non senescente, non l'effetto isolato del farmaco (mecc.7/9, stesso pattern del background-non-tenuto-costante gia' visto come difetto altrove nel corpus, es. TGF-b1+3C vs TGF-b1+DMSO). Il peso e' verosimilmente basso (n piccoli, il gruppo e' dominato al 61% da un altro studio, probabile GSE186341 con le sue 9 linee cellulari correttamente appaiate), ma la regola del progetto e' che un solo confronto intruso rende il gruppo incoerente, con lo studio e il peso dichiarati per chi legge: qui l'intruso e' GSE237413 (2 dei 16 confronti)."
cgroup_L5_089ccae5,incoerente,incoerente,False,GSE136725;GSE217421,"Confermato esattamente come scritto dal revisore: in GSE136725 il secondo confronto appaia 'Bortezomib-treated bone marrow' (trattato, tessuto di midollo osseo) contro 'Untreated MM1.S' (controllo, linea cellulare mielomatosa) — il materiale del trattato e del controllo non corrisponde (mecc.5/6). Il resto del gruppo (MM.1S, shPSMD2 con Dox/no-Dox, leucemia, cardiomiociti GSE217421) e' correttamente appaiato linea-per-linea o background-per-background."
cgroup_L5_12228932,coerente,coerente,False,GSE106716;GSE152409;GSE247637,"Confermato: EGF vs PBS/controllo/starvation in ogni braccio, con background genetico (SYK-KO/WT in GSE106716) e siRNA (NTC-siRNA in GSE247637) tenuti costanti fra trattato e controllo, e tempo appaiato (24h/24h, 48h/48h in GSE152409). Nessuna combinazione non catturata o controllo spaiato trovato leggendo tutte le 13 righe."
cgroup_L5_31308596,coerente,coerente,False,GSE138209,"Verificate tutte e 6 le righe: PMA sempre contro veicolo comparabile (DMSO presente in entrambi i bracci in GSE138209, 'Control'/'Control medium' negli altri) sulla stessa linea per confronto (THP-1, HT1080). Nessuna etichetta rivela un secondo agente aggiunto solo nel trattato ne' un controllo improprio. Il revisore aveva ragione."
cgroup_L5_3eaa92c9,coerente,coerente,False,,"Tutte le 12 righe sono rosiglitazone vs DMSO/medium vuoto nella stessa linea per confronto (hASC, HepG2, SGBS, HT-1197, cardiomiociti MSN05, HT29). Nessuna combinazione non catturata, nessun controllo improprio. La varieta' di linee cellulari e' normale copertura farmacologica multi-studio, non un difetto elencato. Confermo coerente."
cgroup_L5_4041e3af,coerente,coerente,False,GSE110709;GSE118319,"Controllata specificamente la riga sospetta GSE118319 'Differentiated A549 cells treated with GSK-J4' vs 'A549 cells treated with DMSO': la differenziazione e' verosimilmente l'ESITO fenotipico di GSK-J4 stesso (coerente con le altre righe dello stesso gruppo su differenziamento indotto da GSK-J4 in neuroblastoma, GSE110709), non un secondo trattamento aggiunto solo al braccio trattato. Le restanti 12 righe sono tutte GSK-J4 vs DMSO/no-treatment/control appaiati per linea. Nessuna prova di incoerenza, confermo coerente."
cgroup_L5_479c6221,coerente,coerente,False,GSE164247;GSE180067;GSE183777;GSE222376;GSE240898,"Controllata la riga generica GSE183777 'Human bladder carcinoma + GSK126' vs 'RT112 + DMSO': RT112 e' realmente una linea di carcinoma vescicale umano, quindi l'etichetta generica sul braccio trattato non contraddice l'identita' della linea, e' solo un'annotazione piu' grossolana dello stesso sperimento. Le altre 8 righe (GSE164247, GSE180067, GSE222376, GSE240898) sono tutte GSK126 vs DMSO/untreated/naive nella stessa linea. Confermo coerente."
cgroup_L5_82f82010,incoerente,incoerente,False,GSE154556;GSE175988;GSE182923;GSE236746;GSE89475,"Confermato: GSE154556 (biopsia cute), GSE175988 (cellule 'Unstimulated', verosimilmente PBMC di paziente), GSE182923 (paziente donna), GSE236746 (tendine di paziente con rottura) sono tutti tessuto/campioni di PAZIENTI diabetici vs sani. GSE89475 'Endothelial cells under diabetic conditions' vs 'Control endothelial cells' e' invece un modello sperimentale in vitro (linea endoteliale esposta a condizione diabetica, es. alto glucosio), non tessuto di paziente. Meccanismo 1 applicato correttamente dal revisore, l'intruso e' quello giusto."
cgroup_L5_844de383,coerente,coerente,False,GSE145065;GSE199868,"Tutti e 5 gli studi sono pazienti con sindrome di Sjogren (primaria in 4/5, generica in GSE145065 senza contraddizioni) contro controlli sani: disegno caso-controllo di malattia legittimo, soggetti diversi non sono un difetto per le regole del progetto. Le differenze di eta' fra i bracci (es. GSE199868 58 vs 29) non rientrano nel meccanismo 9 (che si applica solo ai disegni di TRATTAMENTO, non di malattia). Nessuna etichetta rivela materiale incompatibile o entita'-ombrello. Confermo coerente."
cgroup_L5_8958b27a,coerente,coerente,False,,"Verificate tutte le 10 righe: il secondo fattore (siRNA, genotipo P53KO/WT, suffisso case/control) e' sempre tenuto identico fra trattato e controllo (Nutlin+iASPP siRNA vs iASPP siRNA, Nutlin P53KO vs DMSO P53KO, HCT116_Nutlin3A_case vs HCT116_DMSO_case), isolando nutlin come unica variabile in ogni riga. Nessuna combinazione non appaiata. Confermo coerente."
cgroup_L5_8c9339f5,coerente,coerente,False,GSE131605;GSE233049;GSE235210;GSE93385,"Tutte le 15 righe sono ZIKV vs mock-infection con background tenuto costante fra i bracci (donatore in GSE93385/GSE131605, genotipo ATF3-/- in GSE233049, tempo appaiato 12h/24h in GSE235210). Nessuna etichetta clinica ne' agente estraneo. Confermo coerente."
cgroup_L5_99d7941a,incoerente,incoerente,True,GSE151680;GSE218860,"Confermo l'intruso gia' segnalato GSE151680 (U251TR/U87TR = verosimilmente sublinee resistenti al TMZ selezionate cronicamente, confrontate contro la linea parentale U251MG/U87MG mai trattata: mismatch di linea, meccanismo 9). MA il revisore si e' fermato troppo presto: GSE218860 e' un SECONDO intruso non segnalato. 'MGG4 temozolomide 25uM' (concentrazione da coltura, in vitro) e 'MGG4 temozolomide 10mg/kg' (dosaggio per peso corporeo, tipico di somministrazione sistemica in un modello animale/xenograft) sono entrambi appaiati genericamente contro 'MGG4 DMSO', mescolando materiale in vitro e in vivo sotto la stessa etichetta di controllo (meccanismo 6, materiali incompatibili). Il verdetto incoerente resta corretto ma la diagnosi va corretta/ampliata con questo secondo studio."
