"cluster_id","verdetto_lettore","verdetto_finale","contestato","gse_accusati","motivo","peso_citati","n_studi","contrast_entity_label","k_effective","k_kish","n_sig","coherence_verdict"
"cgroup_L5_3973fe03","incoerente","incoerente","False","GSE155141;GSE181229;GSE205853;GSE214475","Confermato sulle etichette: GSE155141 dichiara 'IL-1β stimulated' (HGNC:5992, gene diverso da HGNC:5991=IL1A) e GSE205853 tratta con 'IFN-γ, IL-1β' vs 'No Treatment' (stesso errore di gene + secondo agente IFN-γ non presente nel controllo). Solo GSE181229 ('IL-1 alpha') e GSE214475 ('IL1A') misurano davvero l'entità dichiarata: 2 studi su 4 fuori bersaglio, come scritto dal revisore.",1,4,"IL1A",4,1.92997546780112,947,"incoherent"
"cgroup_L5_3a0a595f","incoerente","incoerente","False","GSE151159","Confermato: GSE151159 (righe 192-203) ha 4 confronti totali, di cui i primi 2 sono correttamente donor-matched ('Dasatinib-treated Donor E' vs 'Untreated Donor E'; 'Donor A' vs 'Donor A') e gli ultimi 2 no ('Dasatinib-treated Donor 50' vs 'Untreated Donor E'; 'Donor 32' vs 'Untreated Donor B') — il fatto che lo stesso studio tracci il donatore e lo appai correttamente altrove rende il mismatch un vero difetto, non un'ambiguita' di etichetta. Disegno di trattamento (non caso-controllo di malattia): il donatore diverso e' un difetto reale (mecc. 9). Peso basso (2 righe n=1 su 34 confronti totali, verificato).",0.0384318238404664,10,"dasatinib",10,3.31642884856301,325,"coherent"
"cgroup_L5_3a58e5f5","coerente","coerente","False","","Tutti e 4 i confronti sono PGE2 vs controllo-veicolo comparabile (Control/Vehicle control 2/DMSO). Materiale coerente: HSPC e CD34+ mobilizzate da sangue periferico sono entrambe popolazioni ematopoietiche progenitrici, nessuna contraddizione esplicita nelle etichette. Verdetto confermato.",0,3,"prostaglandin E2",3,1.58450751193891,2479,"coherent"
"cgroup_L5_3a625868","coerente","coerente","False","","Confermato: tutti i 7 confronti sono trastuzumab/Herceptin vs non trattato/DMSO in linee mammarie (BT-474, MDA-MB-231, SK-BR-3, SKBR3) e cardiomiociti. Nessuna combinazione, nessun controllo improprio. Nota non dirimente: MDA-MB-231 è HER2-negativa (efficacia biologica attesa debole) ma l'etichetta del contrasto resta identica — non rientra nei meccanismi di incoerenza elencati.",0,4,"trastuzumab",4,1.91785927552527,1649,"coherent"
"cgroup_L5_3b461817","coerente","coerente","False","","Confermato: 19/19 confronti sono nilotinib vs DMSO/vehicle/untreated in linee cellulari diverse (pancreatiche, cardiomiociti, LNCaP, U87_MG, HF2597, HSTS, HCC1143, EFO-21). Nessuna combinazione, nessun controllo improprio, nessuna direzione opposta.",0,4,"nilotinib",4,2.81372174256259,740,"coherent"
"cgroup_L5_3b91a21d","incoerente","incoerente","False","GSE147493;GSE159851;GSE162960;GSE221240;GSE256492","Confermato sulle etichette, ma con motivazione corretta: GSE159851 e GSE256492 isolano cellule endoteliali del microambiente ('Endothelial cells from brain adenocarcinoma/brain metastasis patients' vs 'Healthy endothelial cells'), materiale diverso dal tessuto tumorale intero usato negli altri 4 confronti (mecc.6, non mecc.2 come primario). GSE147493 appaia 'M1 oligo Metastasis' vs 'M0 oligo': e' stadiazione malattia-avanzata-vs-meno-avanzata fra pazienti oligometastatici, non tumore-vs-sano; il controllo non e' un tessuto sano (mecc.5). L'affermazione del revisore su 'tumori primari diversi (colon->fegato)' NON e' supportata dalle etichette (nessuna origine colica dichiarata in GSE162960/GSE221240, solo 'Liver metastasis' generico) e va scartata come dettaglio inventato, ma i due meccanismi verificati (materiale endoteliale + stadiazione-non-sano) bastano da soli a reggere il verdetto incoerente.",0.726179513365367,6,"Neoplasm Metastasis",6,3.66999261783729,1554,"incoherent"
"cgroup_L5_3be7454c","incoerente","incoerente","False","GSE126517;GSE202350;GSE206784","Citazione verificata parola per parola: GSE126517 trattato = 'T47D breast cancer cells treated with R5020 for 6 hours and IFN-alpha for 18 hours' contro 'T47D breast cancer cells treated with EtOH for 6 hours and water for 18 hours' — e' la combinazione R5020+IFN-alfa contro doppio veicolo, non IFN-alfa da solo (mecc.7). GSE202350 (IFNa vs DMSO) e GSE206784 (IFN alpha vs no treatment) sono IFN-alfa puro. Verdetto confermato.",1,3,"IFNA1",3,2.23962719439662,992,"incoherent"
"cgroup_L5_3d8c29f4","coerente","coerente","False","","Confermato: tutti i 9 confronti sono IL2 vs stesso sottotipo cellulare senza IL2 (subset T CD3+Vδ2+ per CD26/CD94, NK cells, CD8+ T cells, γδ T cells), controllo sempre appaiato esattamente per sottotipo. Nessuna classe-ombrello, nessuna combinazione non catturata.",0,4,"IL2",4,2.38331415011889,387,"coherent"
"cgroup_L5_3de56a79","coerente","coerente","False","GSE234760","Disegno caso-controllo di malattia (PDAC vs sano) su 3 studi, soggetti diversi obbligatori per il disegno. Solo GSE234760 specifica esplicitamente il materiale ('tissue' vs 'normal adjacent tissue'); gli altri due non specificano ma nessuna etichetta li contraddice. Nessuna prova testuale di incompatibilita'. Verdetto confermato.",0.317784010215971,3,"pdac",3,1.52970243557852,27,"coherent"
"cgroup_L5_3eaa92c9","coerente","coerente","False","","Tutte le 12 righe sono rosiglitazone vs DMSO/medium vuoto nella stessa linea per confronto (hASC, HepG2, SGBS, HT-1197, cardiomiociti MSN05, HT29). Nessuna combinazione non catturata, nessun controllo improprio. La varieta' di linee cellulari e' normale copertura farmacologica multi-studio, non un difetto elencato. Confermo coerente.",0,5,"rosiglitazone",5,3.31775174578659,863,"coherent"
"cgroup_L5_3ec58cd6","incoerente","incoerente","False","GSE205668;GSE95243","Confermato su entrambi i punti citati. GSE95243 'Obese/Control Hypothalamus Neuron (iPSC)' e' un modello sperimentale in vitro da iPSC contro i campioni clinici (sangue/tessuto) del resto del gruppo — stesso pattern clinico-vs-sperimentale gia' documentato altrove nel corpus. GSE205668 accoppia eta' incompatibili: 'Obese (Age ~14)' vs 'Normal Weight (Age ~0.5)' e' un salto adolescente-vs-lattante indifendibile anche in un disegno caso-controllo di malattia; anche 'Age ~18' vs 'Age ~13' e' un divario non banale in pediatria. Unica nota: il campo meccanismo scritto ('1' per entrambi) descrive bene GSE95243 ma non GSE205668, che e' piu' propriamente un mismatch di donatore/eta' non appaiato (affine al meccanismo 9) — correzione di etichettatura, non del verdetto.",0.134113903053156,7,"obese",7,2.10565032048838,46,"coherent"
"cgroup_L5_3f0cc1fe","coerente","coerente","False","","Confermato: tutti gli 11 confronti sono pazienti UC (stratificati per sesso, fumo, immunosoppressione, attività) vs controllo sano/mucosa normale — caso-controllo di malattia legittimo, soggetti diversi obbligatori. Nessun materiale non-paziente dichiarato in nessuna riga.",0,4,"Colitis, Ulcerative",4,2.35970915269914,555,"coherent"
"cgroup_L5_3fa847fe","coerente","coerente","False","GSE163552;GSE185064;GSE89408","Verificate le 3 etichette una per una: tutte OA-paziente vs sano (GSE163552 'OA patients'/'Healthy controls'; GSE185064 'OA'/'Healthy'; GSE89408 'Osteoarthritis (F)'/'Healthy control (13M)'), stesso disegno caso-controllo di malattia, stessa entita', stesso verso. Nota: GSE89408 riporta '(F)'/'(13M)' che potrebbe indicare uno sbilanciamento di sesso fra bracci, ma non e' uno dei meccanismi codificati in questo corpus e nessuna etichetta specifica il tessuto in modo da poter dire che i materiali divergono. Non sufficiente per ribaltare.",1,3,"osteoarthritis",3,2.07689683238478,425,"coherent"
"cgroup_L5_4041e3af","coerente","coerente","False","GSE110709;GSE118319","Controllata specificamente la riga sospetta GSE118319 'Differentiated A549 cells treated with GSK-J4' vs 'A549 cells treated with DMSO': la differenziazione e' verosimilmente l'ESITO fenotipico di GSK-J4 stesso (coerente con le altre righe dello stesso gruppo su differenziamento indotto da GSK-J4 in neuroblastoma, GSE110709), non un secondo trattamento aggiunto solo al braccio trattato. Le restanti 12 righe sono tutte GSK-J4 vs DMSO/no-treatment/control appaiati per linea. Nessuna prova di incoerenza, confermo coerente.",0.423178467821528,5,"GSK-J4",5,3.80807275953057,2456,"coherent"
"cgroup_L5_41f7b088","coerente","coerente","False","GSE186341","Ricontrollate tutte le 30 righe: nessuna combinazione con un secondo agente, nessun tag genetico presente solo su un braccio, nessun controllo non-controllo. I molti bracci di GSE186341 sono appaiati per linea (AsPC-1, EFO-21, HCC1143, HF2597, HSTS, KRJ1, LNCaP, NCI-H1793, PANC-1, U87_MG) ciascuno col proprio DMSO/untreated della stessa linea; le differenze DMSO-vs-UNTREATED fra bracci diversi sono solo variazione di stile di etichetta, non un secondo trattamento attivo. Nessuna prova di incoerenza trovata; verdetto confermato.",0.0214883827479955,8,"gefitinib",8,3.33788341032142,265,"coherent"
"cgroup_L5_444e7fc2","incoerente","incoerente","False","GSE120891;GSE130665;GSE141236;GSE159235;GSE179609;GSE203395;GSE210989;GSE248927;GSE94724","Confermato su entrambe le citazioni. GSE203395: le etichette 'D-7, 7 days' + 'BCG vaccinated' + 'M.tb-uninfected' (compaiono su 6 dei 19 confronti del gruppo) sono inequivocabilmente da un trial di vaccinazione BCG con stratificazione per sierostato CMV (esposizione naturale/cronica), non infezione sperimentale in vitro come nel resto del gruppo. GSE141236 appaia letteralmente 'Monocytes exposed to HCMV' (monociti primari) contro 'Uninfected THP-1 cells' (linea leucemica immortalizzata): materiale di controllo diverso dal trattato. Le rimanenti 7 fonti (GSE120891, GSE130665, GSE159235, GSE179609, GSE210989, GSE248927, GSE94724) sono infezione sperimentale mock-vs-CMV coerente.",1,9,"HCMV (human cytomegalovirus)",9,5.57145197858652,787,"coherent"
"cgroup_L5_455fe91d","coerente","incoerente","True","GSE113753;GSE148919;GSE240928","Il revisore ha guardato solo l'appaiamento braccio-per-braccio (linea trattata vs propria linea controllo) e non l'identita' del materiale sottostante. Le etichette mostrano TRE contesti biologici scollegati: DAOY (linea di medulloblastoma, GSE113753) e HSC4 (linea di carcinoma squamoso orale, GSE148919) sono linee tumorali immortalizzate usate per studiare Notch/proliferazione; GSE240928 invece e' materiale derivato da paziente/sano ('Healthy Control DAPT Treated' vs 'Healthy Control Untreated'; 'Patient 1 MVID DAPT Treated' vs 'Patient 1 MVID Untreated Repeat') relativo a Microvillus Inclusion Disease su tessuto/organoidi intestinali. DAPT qui e' un REAGENTE (inibitore gamma-secretasi/Notch) usato per scopi sperimentali del tutto diversi in ciascun sistema (mecc.3), non l'oggetto di un'unica domanda biologica; GSE240928 introduce anche un confronto clinico paziente-vs-sano dentro un gruppo altrimenti sperimentale (mecc.1) su materiale intestinale incompatibile con le linee tumorali cerebrale/orale (mecc.6). GSE240928 e' minoritario in peso (il piu' pesante e' GSE113753 al 59%) ma resta un'intrusione reale di materiale/scopo, non un errore di lettura del revisore precedente.",1,3,"DAPT",3,2.08135511230378,994,"coherent"
"cgroup_L5_469db990","coerente","coerente","False","GSE125342;GSE148985;GSE193660","Solo GSE148985 dichiara esplicitamente 'Human keratinocytes'; GSE125342 ('NaHS' vs 'Control') e GSE193660 ('NaHS-treated' vs 'Control (vehicle)') non specificano il tipo cellulare — quindi il motivo del revisore che li dice tutti 'cheratinociti' e' un'estrapolazione non provata dall'etichetta. Ma non c'e' nemmeno evidenza POSITIVA che i materiali siano diversi: nessuna etichetta tradisce un secondo agente, un tessuto diverso o un controllo invalido. Entita', verso e tipo di controllo restano coerenti in tutti e 4 i confronti. Senza una prova sull'etichetta non si ribalta per sospetto.",1,3,"nahs",3,1.47456669111181,787,"coherent"
"cgroup_L5_46a3a103","incoerente","incoerente","False","GSE195919;GSE196453;GSE222658;GSE222992;GSE242108;GSE242706;GSE262746","Confermato esattamente: in GSE195919, 3 dei 6 confronti hanno il trattato con '+ LCL-521' aggiunto (righe 512-514, 515-517, 524-526) confrontato contro lo stesso controllo 'Untreated, parental/mitotic' usato anche per la radiazione da sola — la combinazione non ha un controllo proprio, quindi il delta include LCL-521 oltre alla radiazione. Il resto del gruppo (GSE196453, GSE222658, GSE222992, GSE242108, GSE242706, GSE262746, piu' i 3 confronti radiazione-sola di GSE195919) e' pulito e appaiato, inclusi i 4 confronti di GSE242706 dove la durata (6h/7d) e' appaiata su entrambi i bracci. Nota numerica minore: il totale del gruppo e' 19 confronti, quindi 'altri 13' andrebbe letto come 13 (studi diversi da GSE195919) + 3 (GSE195919 radiazione-sola) = 16 puliti, non 13 — correzione aritmetica che non cambia il verdetto.",1,7,"radiation",7,4.28536244248764,800,"coherent"
"cgroup_L5_4753688f","dubbio","dubbio","False","GSE126517;GSE155272;GSE243454;GSE247777;GSE80365;GSE80366","Confermato: il pattern e' reale ma non sistematico. Il tag 'p53mut' compare solo su 'PR-A + R5020 6h p53mut' e 'PR-B + R5020 48h p53mut' (righe 583-585, 586-588), non sui corrispondenti 'PR-A 48h' e 'PR-B 6h' (righe 580-582, 589-591) — una distribuzione incrociata (ne' per tempo ne' per isoforma) che e' piu' compatibile con un'omissione di etichetta sul controllo che con un vero mismatch genetico presente solo su meta' delle combinazioni. Ricontrollato anche il resto del gruppo (GSE126517, GSE155272, GSE243454 con tag 'Engineered' appaiato su entrambi i bracci, GSE247777, GSE80365, GSE80366): pulito. Il dubbio dichiarato dal revisore regge, nessuna prova ne' a favore ne' contro sufficiente a risolverlo definitivamente.",0.529794679652355,7,"r5020",7,2.63369469201084,615,"coherent"
"cgroup_L5_479c6221","coerente","coerente","False","GSE164247;GSE180067;GSE183777;GSE222376;GSE240898","Controllata la riga generica GSE183777 'Human bladder carcinoma + GSK126' vs 'RT112 + DMSO': RT112 e' realmente una linea di carcinoma vescicale umano, quindi l'etichetta generica sul braccio trattato non contraddice l'identita' della linea, e' solo un'annotazione piu' grossolana dello stesso sperimento. Le altre 8 righe (GSE164247, GSE180067, GSE222376, GSE240898) sono tutte GSK126 vs DMSO/untreated/naive nella stessa linea. Confermo coerente.",1,5,"GSK126",5,3.27514210456962,1175,"coherent"
"cgroup_L5_49d55bfd","incoerente","incoerente","False","GSE222284","Confermato: GSE222284 righe 320-325 sono esattamente 'Z-DON(Z006) + IL-4' (x2) vs 'PBS + DMSO' — il trattato porta un secondo agente (l'inibitore Z-DON) assente dal controllo. Lo stesso GSE ha la coppia pulita 'IL-4 + DMSO' vs 'PBS + DMSO' (righe 317-319) che isola correttamente l'effetto di IL-4 da solo e dimostra che Z-DON e' un braccio a se'. Mecc. 7 confermato, 2 confronti intrusi su 3 nello stesso GSE, peso comunque limitato sul totale del gruppo.",0.169789396699822,10,"IL4",10,4.90554284761331,624,"coherent"
"cgroup_L5_49e290ae","incoerente","incoerente","False","GSE208405;GSE217421;GSE217423;GSE236896","Confermato: GSE208405 è tessuto cutaneo di pazienti con dermatite atopica ('Ciclosporin Treated' vs 'Before Dupilumab Treatment' — un basale clinico ante-altro-farmaco, non un vero veicolo), mentre GSE217421/GSE217423/GSE236896 sono cardiomiociti e HCT-116 trattati in vitro con ciclosporina vs DMSO. Materiale paziente contro linea cellulare più un controllo di validità dubbia: il motivo del revisore regge sulle etichette citate.",1,4,"cyclosporin A",4,1.95678950458645,142,"coherent"
"cgroup_L5_4b901bf1","incoerente","incoerente","False","GSE108743;GSE139341;GSE81106","Confermato. GSE108743 e GSE81106 etichettano esplicitamente 'Mesenchymal stem cells'/'MSC ... Passage 5' — cellule espanse in coltura, non tessuto — mentre gli altri 6 studi dicono esplicitamente 'Skin'/'Lesional Skin'/'Skin control'. GSE139341 (Teff/Treg sorted) e' l'unico studio del gruppo privo del qualifier 'Skin' presente in tutti gli altri, coerente con l'ipotesi di materiale ematico. Incompatibilita' di materiale reale.",0.0690551800609333,9,"psoriasis",9,2.82711970996953,388,"coherent"
"cgroup_L5_4be9e90d","coerente","coerente","False","GSE129018;GSE144775;GSE232176;GSE262137","Confermato: tutti i 34 confronti sono PFOS vs DMSO (dose-response granulare in GSE144775, o senza dose specificata in GSE129018/GSE232176/GSE262137). La label di controllo variante 'Testicular germ cell tumor cells treated with DMSO' in GSE262137 è verosimilmente solo nomenclatura estesa per la stessa linea 'C1', non un materiale diverso.",1,4,"PFOS",4,1.71800490186208,549,"coherent"
"cgroup_L5_4d535f25","coerente","coerente","False","","AMO1, XG1, MM1S sono tutte linee di mieloma multiplo (materiale omogeneo); ogni braccio trattato con YKL-5-124 e' appaiato al proprio DMSO nella stessa linea/dose/tempo. Nessuna etichetta indica un secondo agente, un controllo invalido o un contesto tissutale diverso. Verdetto confermato.",0,3,"ykl 5 124",3,2.40383775732083,1163,"coherent"
"cgroup_L5_4f4d9051","coerente","coerente","False","GSE132958","Confermato: tutti gli 11 confronti sono TNF-alfa aggiunto vs controllo comparabile (vehicle/DMSO/media control/untreated) sullo stesso tipo cellulare in ciascun braccio, nessuna genetica disallineata. Controllato specificamente GSE132958 ('TNF-alpha stimulated' vs 'Nontargeting control'): 'nontargeting' e' compatibile con un background sgRNA/siRNA tenuto costante fra i due bracci, non un secondo trattamento nascosto — nessuna prova nell'etichetta che smentisca la coerenza.",0.26196210381947,6,"TNF-ALPHA",6,4.53647920633936,986,"coherent"
"cgroup_L5_516200d1","coerente","coerente","False","GSE121137;GSE242759;GSE244930","GSE244930 specifica le linee (NCI-H1299, PC9, entrambe NSCLC) appaiate al proprio Vehicle Control; GSE121137 e GSE242759 non specificano il tipo cellulare ma usano comunque Vitamina C/acido ascorbico contro un controllo non trattato o veicolo, senza etichette che tradiscano un secondo agente o un materiale diverso. Nessuna prova di incoerenza sulle etichette disponibili.",1,3,"L-ascorbic acid",3,2.0845377904072,1252,"coherent"
"cgroup_L5_522e9ebd","coerente","coerente","False","GSE112155","Tutti i 5 confronti (3 studi) sono cheratocono-vs-controllo-sano, disegno caso-controllo di malattia (soggetti diversi sono obbligatori per definizione, non un difetto). Le sotto-stratificazioni di GSE112155 per sesso/miopia restano sempre 'Keratoconus' vs una popolazione di controllo sana; nessuna etichetta introduce un materiale o un contrasto diverso. Verdetto confermato.",0.190172128500089,3,"keratoconus",3,1.58889141700353,1333,"coherent"
"cgroup_L5_522fa0c2","coerente","coerente","False","GSE67196","Confermato: tutti i 14 confronti sono pazienti sALS vs controllo sano/non-neurologico, caso-controllo di malattia legittimo. Nota non dirimente: GSE67196 pool­a cerebellum e corteccia frontale sotto la stessa entità, ma ogni riga ha il controllo appaiato sulla STESSA regione anatomica (Cerebellum vs Cerebellum, Frontal Cortex vs Frontal Cortex) — non è un controllo improprio secondo i meccanismi elencati.",0.223789155859722,4,"sals",4,1.94880854906506,56,"coherent"
"cgroup_L5_523e64b9","coerente","incoerente","True","GSE161283;GSE184427;GSE186341","Il revisore ha verificato solo l'appaiamento braccio-per-braccio e ha liquidato la varieta' di modelli come irrilevante. Ma GSE184427 usa xenotrapianti derivati DIRETTAMENTE da paziente (LuCaP 147/73/78/81, PDX di carcinoma prostatico) — tessuto tumorale impiantato in vivo, mai adattato a coltura 2D — mentre GSE161283 e GSE186341 sono tutti saggi su linee cellulari immortalizzate in vitro (nessuna delle linee elencate in GSE186341, es. AsPC-1/EFO-21/LNCaP/PANC-1/U87_MG, coincide con i modelli LuCaP: sono materiali non sovrapposti). Anche se ogni braccio LuCaP e' appaiato al proprio PBS, il PDX e' per definizione un sistema diverso (architettura/stroma dell'ospite) da una monocoltura in vitro — mecc.6 materiali incompatibili, stesso principio gia' confermato per Calu-3 nel gruppo Adenocarcinoma (545a48c6) di questo blocco. Peso modesto (i 4 confronti LuCaP sono minoranza rispetto al pannello dominante GSE186341, 82% del peso) ma l'intrusione di materiale e' reale.",1,3,"MK-2206",3,1.43609545637793,1739,"coherent"
"cgroup_L5_535d97f6","coerente","coerente","False","GSE155800;GSE184427;GSE186341","Confermato dopo verifica riga per riga di tutte le 27 righe: imatinib vs DMSO/PBS/vehicle/untreated in linee cellulari, PDX, CD34+ LSC, cardiomiociti, stesso verso, materiale appaiato per riga. Trovati due punti deboli NON citati dal revisore ma insufficienti a ribaltare: GSE155800 ('GIST treated with Imatinib' vs 'GIST' senza qualifier, possibile coorte clinica ma stesso materiale tumorale, peso n=2v4 minimo); e in GSE184427 la riga 'LuCaP 81 + Imatinib (Castrated)' condivide la STESSA etichetta di controllo 'LuCaP 81 PBS Control' della riga 'LuCaP 81 + Imatinib' non castrata (possibile confondimento castrazione), ma e' una singola riga n=1vs2 su 27, con GSE186341 pulito che pesa il 68%. Non abbastanza per ribaltare il verdetto.",0.0417727823410482,9,"imatinib",9,1.96026687565096,392,"coherent"
"cgroup_L5_538960a6","coerente","coerente","False","GSE190850;GSE203395","Confermato nel complesso: tutti i confronti sono esposizione/infezione con M.tb (batterio vivo/attenuato H37Ra o lisato) vs cellule non stimolate/non infette, controllo appaiato per timepoint dove specificato. Nota non dirimente: GSE190850 usa un lisato (non batterio vivo) e i controlli ripetuti 'D-7, 7 days' di GSE203395 sono etichettati in modo terso senza dire esplicitamente 'non infetto' — insufficiente per ribaltare il verdetto in assenza di un secondo agente o materiale esplicitamente diverso dichiarato.",0.344318857820816,4,"mycobacteriumtuberculosis",4,2.32298857979481,653,"coherent"
"cgroup_L5_545a48c6","incoerente","incoerente","False","GSE145896;GSE197346;GSE236939","Confermato sulle etichette citate: GSE145896 ('Lung Adenocarcinoma' vs 'Normal Lung Tissue') e GSE197346 ('lung adenocarcinoma (case)' vs 'adjacent normal (control)') sono entrambi tessuto di paziente; GSE236939 usa invece la linea Calu-3 (essa stessa una linea di adenocarcinoma polmonare) etichettata 'Calu-3 lung adenocarcinoma' vs 'Calu-3 normal' — quest'ultimo non e' tessuto normale ma la stessa linea tumorale in un'altra condizione, quindi non un controllo valido. Il motivo del revisore regge esattamente sulle etichette.",1,3,"Adenocarcinoma of Lung",3,1.84378962285533,1,"incoherent"
"cgroup_L5_56d531e8","incoerente","incoerente","False","GSE164884;GSE172494;GSE90889","Confermato riga per riga in GSE90889: 'hiPSC-RPE 2 AMD Nicotinamide' e 'hiPSC-RPE 3 AMD Nicotinamide' sono entrambi confrontati contro 'hiPSC-RPE 1 AMD Vehicle' (il veicolo della linea 1, non il proprio), mentre RPE1, RPE4, Control Cornea e Control RPE sono correttamente appaiate alla propria linea; le 4 righe di GSE164884 (Day7/Day4) e GSE172494 (MDA-MB-231/468) sono ben appaiate. Il motivo del revisore e l'indicazione del meccanismo 9 reggono esattamente sulle etichette citate.",1,3,"nicotinamide",3,1.34065254496433,2380,"coherent"
"cgroup_L5_5927750b","coerente","coerente","False","","Confermato: tutti i 14 confronti sono carfilzomib vs DMSO in linee cellulari diverse (CAPAN-2, DLD-1, H-1299, H-23, PANC-1, RPMI, cardiomiociti, cellule endoteliali aortiche primarie). Nessuna combinazione, nessun controllo improprio, nessuna direzione opposta.",0,4,"carfilzomib",4,1.89104231816358,2135,"coherent"
"cgroup_L5_5929f298","coerente","coerente","False","GSE240369;GSE240370","Stesso dubbio sollevato per MK-2206 verificato qui e SMENTITO: GSE240370 ('22Rv1 xenograft, luciferase reporter, SNX631' vs '...no treatment') e' un CDX della STESSA linea 22Rv1 usata anche in vitro in GSE240369 (stesso fondo genetico, solo con reporter luciferasi aggiunto e diversa condizione di crescita), non un PDX di origine paziente indipendente come nel caso MK-2206. Il materiale non e' disgiunto dal resto del gruppo: e' la stessa linea cellulare, appaiata al proprio controllo in vivo. Nessun secondo agente, nessuna direzione opposta, nessun controllo invalido nelle etichette. Verdetto confermato.",0.43454313590444,3,"snx631",3,1.80392345904385,1293,"coherent"
"cgroup_L5_5b9a08fb","incoerente","incoerente","False","GSE163377;GSE199800;GSE225731","Confermato sulle etichette: GSE225731 'RA MTX' (n=51) vs 'RA untreated' (n=15), peso dominante 64%, e' terapia clinica con methotrexate in pazienti con artrite reumatoide (contesto immunomodulatorio in vivo, dose basso-settimanale). GSE163377 ('MTX 1uM 10h' vs 'Untreated 10h') e GSE199800 (DU145/LNCaP, linee di cancro prostatico) sono esposizione citotossica diretta in vitro. Materiale e meccanismo biologico atteso sono incompatibili: paziente autoimmune contro linea tumorale trattata come chemioterapico. Il motivo del revisore regge.",1,3,"methotrexate",3,1.88036651576437,1077,"coherent"
"cgroup_L5_5d97d5b1","incoerente","incoerente","False","GSE154339;GSE179987;GSE229026","Confermato: GSE154339 tratta con DCVC (tossicante), e 'SV40 T antigen' e' solo il marcatore della linea cellulare immortalizzata, non il trattamento (l'entita' 'antigen' e' letteralmente sbagliata per questo studio, non solo ombrella). GSE179987 ('HHC treated/control') e' un contrasto non identificabile dall'etichetta. GSE229026 e' l'unico dei tre a misurare davvero stimolazione antigenica (CD8+ T cells / M28z). Tre fenomeni diversi tenuti insieme dalla sola parola 'antigen'. Motivo del revisore verificato.",1,3,"antigen (classe-ombrello)",3,1.74226687471796,251,"incoherent"
"cgroup_L5_5e0c0fae","incoerente","incoerente","False","GSE206130;GSE211829;GSE217421;GSE217423","Confermato, con correzione del conteggio: sono 14 (non 13) i confronti da GSE217421 + 1 da GSE217423 = 15 su 23 totali (non 14 su 21). Tutti 'Rituximab/Cabozantinib-treated cardiac myocytes vs DMSO-treated cardiac myocytes' sono uno screening di cardiotossicita off-target: i cardiomiociti non esprimono CD20, il bersaglio dell'anticorpo, quindi non misurano l'effetto farmacologico on-target visto in GSE206130 (linee di linfoma B) e GSE211829. Il dato 'piu pesante: 79%' e Kish=1.5/4 confermano che il pool e dominato proprio da questo materiale intruso (verosimilmente GSE217421, che accumula il maggior n combinato). Meccanismo 6 corretto.",1,4,"RITUXIMAB",4,1.51457645762493,440,"coherent"
"cgroup_L5_601ede7b","incoerente","incoerente","False","GSE211854;GSE253742","Confermato: GSE211854 righe 394-399 sono 'NSCLC_cIGF1R_Osimertinib_500nM_8days' vs 'NSCLC_DMSO+EV_8days' — il trattato ha sia il background cIGF1R (IGF1R costitutivamente attivo) sia osimertinib, il controllo ha vettore vuoto (EV) senza cIGF1R: due variabili cambiano insieme, non isola l'effetto del farmaco (mecc. 7). Nota dubbio del revisore su GSE253742 (materiale non specificato) verificata e corretta: riga 433-435 conferma l'etichetta e' davvero generica ('Osimertinib-treated lung adenocarcinoma' vs 'Untreated lung adenocarcinoma', nessun tipo cellulare o tessuto specificato) — dubbio legittimo, non decisivo da solo. Il resto del gruppo (PC9, HCC827, AsPC-1, HCC1143, HF2597, KRJ1, LNCaP, NCI-H1793, PANC-1, U87, LX1042/831b PDX, YU PDX, PDX EGFR, organoidi) e' pulito.",0.0468262557115457,10,"osimertinib",10,8.59446708611759,1938,"coherent"
"cgroup_L5_63e69fdc","coerente","coerente","False","GSE203206;GSE95587","Confermato: tutti i confronti sono pazienti Alzheimer vs controllo sano, disegno caso-controllo di malattia legittimo (soggetti/donatori diversi fra bracci sono attesi, non un difetto). Nessuna etichetta indica materiale incompatibile (linea cellulare, plasma, organoide) o una malattia diversa infilata nel gruppo. I controlli riusati piu' volte (GSE95587: un donatore AD contro 4 controlli distinti; GSE203206: 3 soggetti AD contro lo stesso controllo) sono un pattern di baseline condivisa gia' visto altrove nel corpus, non una prova di incoerenza.",0.176296380837951,6,"Alzheimer Disease",6,3.76619775970516,6231,"coherent"
"cgroup_L5_6b7b8076","coerente","coerente","False","GSE153659","Verificato etichetta per etichetta: tutti gli 8 confronti sono 'Papillary Thyroid Carcinoma/Cancer Tissue' contro 'Normal/Adjacent Normal Thyroid Tissue', stesso materiale (tessuto), stessa entita' specifica (non ombrella: 'papillary' e' un sottotipo preciso). I 7 bracci di GSE153659 riusano lo stesso pool di controllo 'Normal Thyroid Tissue (Age 40)' per fasce d'eta' diverse del caso: e' un disegno caso-controllo con controllo condiviso (limite gia' noto e accettato nel progetto per correlazione da controllo condiviso), non un secondo contrasto. Nessun segnale di materiale diverso, entita'-ombrello o controllo invalido trovato. Verdetto coerente confermato.",0.158564038351978,3,"Thyroid Cancer, Papillary",3,2.49056493961083,3491,"coherent"
